state.x,county.x,date,n_episodes,n_events,total_property_damage,total_injuries,total_deaths,label,month,season,days_since_last_damaging_flood,days_since_prev_flood,min.2,max.2,mean.2,min.1,max.1,mean.1,min,max,mean,builtup,forest,agriculture,other,impervious,total_pop.x,median_income,area_km2,pop_density,total_population,exposed_population,pct_exposed,pct_age_65plus,pct_less_hs,pct_below_poverty,pct_hispanic,pct_nh_black,road_density_km_per_km2
VIRGINIA,Spotsylvania County,1998/2/4,1,1,5000,0,0,1,2,Winter,7,7,0,0,0,17.450000760000002,27.20999908,24.00438558,47.45000076,57.47000122,52.38551302,12.41,58.260000000000005,13.17,16.16,2.55,120212,76574,1073.6992629662827,111.96058723919884,120212,4811,4,14.81762072896105,6.224109649976368,6.932358419750341,12.685228947148934,16.375211988100865,4.209677886
VIRGINIA,Spotsylvania County,2003/9/18,1,1,50000,0,0,1,9,Fall,2052,2052,0,0,0,0,0,0,74.88999939,93.38999939,83.99860212,12.41,58.260000000000005,13.17,16.16,2.55,120212,76574,1073.6992629662827,111.96058723919884,120212,4811,4,14.81762072896105,6.224109649976368,6.932358419750341,12.685228947148934,16.375211988100865,4.209677886
VIRGINIA,Stafford County,1996/1/19,1,1,5000,0,0,1,1,Winter,NA,NA,0,0,0,7.7899999619999996,9.840000153,8.751625608,15.23999977,18.299999239999998,16.7558128,16.98,59.53,9.9,13.590000000000002,3.67,124587,93065,722.0692911673618,172.54161272885807,124587,6931,5.56,11.104535260403688,4.639297283827561,4.946424121604784,15.89583852479442,18.886743084973833,3.544873077
VIRGINIA,Stafford County,1996/9/8,1,1,40000,0,0,1,9,Fall,233,233,21.61000061,27.92000008,24.70078817,0,0,0,9.119999886,13.80000019,11.67098521,16.98,59.53,9.9,13.590000000000002,3.67,124587,93065,722.0692911673618,172.54161272885807,124587,6931,5.56,11.104535260403688,4.639297283827561,4.946424121604784,15.89583852479442,18.886743084973833,3.544873077
VIRGINIA,Stafford County,1998/2/4,1,1,10000,0,0,1,2,Winter,514,514,0,0,0,0,17.18000031,6.336995054,48.11000061,50.59000015,48.97068969,16.98,59.53,9.9,13.590000000000002,3.67,124587,93065,722.0692911673618,172.54161272885807,124587,6931,5.56,11.104535260403688,4.639297283827561,4.946424121604784,15.89583852479442,18.886743084973833,3.544873077
VIRGINIA,Staunton city,1999/9/5,1,1,7000,0,0,1,9,Fall,NA,NA,0,0,0,48.65000153,49.61999893,49.17965527,38.81000137,41.40999985,40.5081034,51.24,17.740000000000002,30.69,0.32,16.36,23806,42724,51.91467378167462,458.5601385094957,23806,5327,22.37,20.99359596,4.541044052008539,11.80671454,4.428488259266446,10.036871725208616,8.310901306
VIRGINIA,Staunton city,2003/8/8,1,1,1300000,0,0,1,8,Summer,1433,1433,2.410000086,4.480000019,3.490517238,9.449999809,11.18000031,10.22913796,26.19000053,29.549999239999998,28.10086208,51.24,17.740000000000002,30.69,0.32,16.36,23806,42724,51.91467378167462,458.5601385094957,23806,5327,22.37,20.99359596,4.541044052008539,11.80671454,4.428488259266446,10.036871725208616,8.310901306
VIRGINIA,Suffolk city,2000/7/30,1,1,0,0,0,0,7,Summer,NA,NA,0,4.329999924,0.376352727,6.349999905,11.81000042,8.657617733,6.010000229,11.55000019,7.60574331,9.96,22.83,25.64,41.58,2.73,82544,65104,1080.8180943864522,76.3717784,82544,2511,3.04,15.00031043688818,5.6313251515966805,9.782901136,4.946294418344751,41.54369916595956,3.3257484
VIRGINIA,Surry County,2000/8/4,1,1,0,0,0,0,8,Summer,NA,NA,12.44999981,16.13999939,14.34302084,13.36999989,17.17000008,14.90984375,9.140000343,16.59000015,12.21804685,4.17,46.83,21.49,27.51,0.68,7039,55030,736.1052355,9.562491421939724,7039,344,4.89,24.725274725274726,7.524420024420024,11.538461538461538,2.915140415140415,41.01037851037851,2.971585888
VIRGINIA,Sussex County,1999/9/16,1,1,4400000,0,0,1,9,Fall,NA,NA,5.900000095,15.59000015,10.54697674,93.06999969,152.6699982,126.4246345,46.02999878,147.7100067,95.37201001,4.220000000000001,49.720000000000006,16.75,29.319999999999997,0.87,12167,37978,1276.7066518878205,9.529988726861486,12167,323,2.65,19.067914388955806,11.785416473640325,10.256647827295469,1.528768646344853,54.65579542295932,3.230282809
VIRGINIA,Sussex County,2000/9/1,1,1,0,0,0,0,9,Fall,351,351,15.14000034,18.92000008,17.34445183,5.090000153,6.03000021,5.500813942,0,9.979999542,8.381528231,4.220000000000001,49.720000000000006,16.75,29.319999999999997,0.87,12167,37978,1276.7066518878205,9.529988726861486,12167,323,2.65,19.067914388955806,11.785416473640325,10.256647827295469,1.528768646344853,54.65579542295932,3.230282809
VIRGINIA,Sussex County,2000/9/3,1,1,0,0,0,0,9,Fall,353,2,0,9.979999542,8.381528231,15.31999969,18.70999908,17.26431892,19.98999977,27.97999954,24.21734225,4.220000000000001,49.720000000000006,16.75,29.319999999999997,0.87,12167,37978,1276.7066518878205,9.529988726861486,12167,323,2.65,19.067914388955806,11.785416473640325,10.256647827295469,1.528768646344853,54.65579542295932,3.230282809
VIRGINIA,Tazewell County,1996/1/19,1,1,40000,0,0,1,1,Winter,NA,NA,0,3.0999999049999998,0.310737429,17.64999962,33.91999817,25.60726254,2.069999933,11.06000042,6.16616761,7.54,70.89,20.93,0.66,1.43,44706,35215,1356.2532402789489,32.96287055565305,44706,3721,8.32,23.25895875591616,9.185385520747252,18.46593043347607,1.297172764380337,3.280494828838304,3.406547445
VIRGINIA,Tazewell County,1996/1/27,1,1,200000,0,0,1,1,Winter,8,8,0,0,0,20.46999931,38.70000076,30.80175417,0,0,0,7.54,70.89,20.93,0.66,1.43,44706,35215,1356.2532402789489,32.96287055565305,44706,3721,8.32,23.25895875591616,9.185385520747252,18.46593043347607,1.297172764380337,3.280494828838304,3.406547445
VIRGINIA,Tazewell County,2001/7/8,1,1,15000000,0,0,1,7,Summer,1989,1989,0,0,0,0,14.26000023,2.817284917,41.38999939,85.91999817,65.26513959,7.54,70.89,20.93,0.66,1.43,44706,35215,1356.2532402789489,32.96287055565305,44706,3721,8.32,23.25895875591616,9.185385520747252,18.46593043347607,1.297172764380337,3.280494828838304,3.406547445
VIRGINIA,Tazewell County,2001/7/9,1,1,500000,0,0,1,7,Summer,1,1,0,14.26000023,2.817284917,41.38999939,85.91999817,65.26513959,0,0,0,7.54,70.89,20.93,0.66,1.43,44706,35215,1356.2532402789489,32.96287055565305,44706,3721,8.32,23.25895875591616,9.185385520747252,18.46593043347607,1.297172764380337,3.280494828838304,3.406547445
VIRGINIA,Tazewell County,2001/7/29,1,1,150000,0,0,1,7,Summer,20,20,0,19.89999962,7.478324025,26.31999969,41.25,33.01948601,31.27000046,39.56000137,34.99931844,7.54,70.89,20.93,0.66,1.43,44706,35215,1356.2532402789489,32.96287055565305,44706,3721,8.32,23.25895875591616,9.185385520747252,18.46593043347607,1.297172764380337,3.280494828838304,3.406547445
VIRGINIA,Tazewell County,2002/3/18,1,1,1500000,0,0,1,3,Spring,232,232,20.700000760000002,26.53000069,23.82202235,28.48999977,61.61999893,45.83244691,4.059999943,10.52999973,6.066480442,7.54,70.89,20.93,0.66,1.43,44706,35215,1356.2532402789489,32.96287055565305,44706,3721,8.32,23.25895875591616,9.185385520747252,18.46593043347607,1.297172764380337,3.280494828838304,3.406547445
VIRGINIA,Tazewell County,2002/5/2,1,2,500000,0,0,1,5,Spring,45,45,0,0,0,0,18.55999947,4.978547475,43.15000153,78.73000336,59.63129614,7.54,70.89,20.93,0.66,1.43,44706,35215,1356.2532402789489,32.96287055565305,44706,3721,8.32,23.25895875591616,9.185385520747252,18.46593043347607,1.297172764380337,3.280494828838304,3.406547445
VIRGINIA,Tazewell County,2002/5/2,1,2,500000,0,0,1,5,Spring,45,45,0,0,0,0,18.55999947,4.978547475,43.15000153,78.73000336,59.63129614,7.54,70.89,20.93,0.66,1.43,44706,35215,1356.2532402789489,32.96287055565305,44706,3721,8.32,23.25895875591616,9.185385520747252,18.46593043347607,1.297172764380337,3.280494828838304,3.406547445
VIRGINIA,Tazewell County,2002/7/3,1,1,0,0,0,0,7,Summer,62,62,0,8.529999733,2.331351956,0,9.130000114,5.328312846,8.520000458,13.89000034,9.82456985,7.54,70.89,20.93,0.66,1.43,44706,35215,1356.2532402789489,32.96287055565305,44706,3721,8.32,23.25895875591616,9.185385520747252,18.46593043347607,1.297172764380337,3.280494828838304,3.406547445
VIRGINIA,Tazewell County,2003/7/6,1,2,20000,0,0,1,7,Summer,430,368,0,0,0,0,0,0,14.47999954,30.82999992,20.23795532,7.54,70.89,20.93,0.66,1.43,44706,35215,1356.2532402789489,32.96287055565305,44706,3721,8.32,23.25895875591616,9.185385520747252,18.46593043347607,1.297172764380337,3.280494828838304,3.406547445
VIRGINIA,Tazewell County,2003/7/6,1,2,20000,0,0,1,7,Summer,430,368,0,0,0,0,0,0,14.47999954,30.82999992,20.23795532,7.54,70.89,20.93,0.66,1.43,44706,35215,1356.2532402789489,32.96287055565305,44706,3721,8.32,23.25895875591616,9.185385520747252,18.46593043347607,1.297172764380337,3.280494828838304,3.406547445
VIRGINIA,Tazewell County,2003/8/7,1,1,0,0,0,0,8,Summer,32,32,0,20.35000038,6.856178769,3.819999933,14.86999989,6.962402237,8.239999771,14.28999996,11.39606704,7.54,70.89,20.93,0.66,1.43,44706,35215,1356.2532402789489,32.96287055565305,44706,3721,8.32,23.25895875591616,9.185385520747252,18.46593043347607,1.297172764380337,3.280494828838304,3.406547445
VIRGINIA,Tazewell County,2003/11/19,1,1,1600000,0,0,1,11,Fall,136,104,0,0,0,54.27000046,80.62999725,67.43139664,20.28000069,35.33000183,24.31804474,7.54,70.89,20.93,0.66,1.43,44706,35215,1356.2532402789489,32.96287055565305,44706,3721,8.32,23.25895875591616,9.185385520747252,18.46593043347607,1.297172764380337,3.280494828838304,3.406547445
VIRGINIA,Tazewell County,2004/5/25,1,1,500000,0,0,1,5,Spring,188,188,4.53000021,14.51000023,7.833810053,7.989999771,61.24000168,30.24091619,7.059999943,20.96999931,13.97922905,7.54,70.89,20.93,0.66,1.43,44706,35215,1356.2532402789489,32.96287055565305,44706,3721,8.32,23.25895875591616,9.185385520747252,18.46593043347607,1.297172764380337,3.280494828838304,3.406547445
VIRGINIA,Virginia Beach city,2000/8/14,1,1,0,0,0,0,8,Summer,NA,NA,12.52000046,24.39999962,19.00315233,10.51000023,19.950000760000002,14.99762915,31.88999939,50.22999954,42.83427818,35.800000000000004,2.56,13.96,47.66,15.31,435996,64618,793.3192745540438,549.5845291860463,435996,50978,11.69,15.368896395706528,3.7005596565922647,8.213474640423922,8.938315254252121,18.34286514420237,5.378976088
VIRGINIA,Warren County,1996/1/19,1,1,2000000,0,0,1,1,Winter,NA,NA,0,0,0,33.22000122,51.72999954,40.90869582,23.549999239999998,34.81000137,28.14038039,12.14,63.22,22.83,1.8000000000000005,2.45,37044,60522,561.9709334985544,65.91800001004019,37044,2793,7.54,16.701537563254185,7.8021603736862595,11.050019462826002,6.712242117555469,4.989782016348774,4.250129539
VIRGINIA,Warren County,1996/9/6,1,1,6000000,0,0,1,9,Fall,231,231,9.409999847,23.37999916,15.70451083,50.43999863,94.13999939,71.56418452,70.62999725,89.54000092,79.13913043,12.14,63.22,22.83,1.8000000000000005,2.45,37044,60522,561.9709334985544,65.91800001004019,37044,2793,7.54,16.701537563254185,7.8021603736862595,11.050019462826002,6.712242117555469,4.989782016348774,4.250129539
VIRGINIA,Warren County,1998/1/8,1,1,5000,0,0,1,1,Winter,489,489,0,0,0,27.98999977,45.31999969,32.59788042,9.409999847,21.46999931,14.08076089,12.14,63.22,22.83,1.8000000000000005,2.45,37044,60522,561.9709334985544,65.91800001004019,37044,2793,7.54,16.701537563254185,7.8021603736862595,11.050019462826002,6.712242117555469,4.989782016348774,4.250129539
VIRGINIA,Warren County,1998/2/5,1,1,5000,0,0,1,2,Winter,28,28,25.19000053,40.40000153,31.48255434,33.95999908,41.13000107,37.73940225,7.269999981,17.05999947,10.62777176,12.14,63.22,22.83,1.8000000000000005,2.45,37044,60522,561.9709334985544,65.91800001004019,37044,2793,7.54,16.701537563254185,7.8021603736862595,11.050019462826002,6.712242117555469,4.989782016348774,4.250129539
VIRGINIA,Warren County,1998/3/20,1,1,3500,0,0,1,3,Spring,43,43,22.44000053,29.81999969,24.045,16.85000038,25.54000092,21.02798917,23.82999992,42.93000031,29.20940216,12.14,63.22,22.83,1.8000000000000005,2.45,37044,60522,561.9709334985544,65.91800001004019,37044,2793,7.54,16.701537563254185,7.8021603736862595,11.050019462826002,6.712242117555469,4.989782016348774,4.250129539
VIRGINIA,Warren County,1998/6/15,1,1,2000,0,0,1,6,Summer,87,87,13.84000015,16.53000069,15.14673914,19.39999962,25.87999916,22.16538044,11,15.43000031,12.87385871,12.14,63.22,22.83,1.8000000000000005,2.45,37044,60522,561.9709334985544,65.91800001004019,37044,2793,7.54,16.701537563254185,7.8021603736862595,11.050019462826002,6.712242117555469,4.989782016348774,4.250129539
VIRGINIA,Warren County,2003/9/18,1,1,50000,0,0,1,9,Fall,1921,1921,0,0,0,0,0,0,50.13999939,72.25,60.16543482,12.14,63.22,22.83,1.8000000000000005,2.45,37044,60522,561.9709334985544,65.91800001004019,37044,2793,7.54,16.701537563254185,7.8021603736862595,11.050019462826002,6.712242117555469,4.989782016348774,4.250129539
VIRGINIA,Washington County,2002/4/17,1,1,5000,0,0,1,4,Spring,NA,NA,0,0,0,0,0,0,13.01000023,28.18000031,17.30335574,8.36,57.13999999999999,33.46,1.05,1.48,54322,40422,1478.9012762428265,36.73132268707344,54322,1367,2.52,24.30953573349656,7.387828538571402,10.663476341513178,1.7602433550349637,1.6879045870198282,3.789510567
VIRGINIA,Washington County,2004/6/12,1,1,250000,0,0,1,6,Summer,787,787,0.639999986,4.760000229,2.477214763,5.929999828,17.75,9.878769582,12.40999985,28.950000760000002,18.93980987,8.36,57.13999999999999,33.46,1.05,1.48,54322,40422,1478.9012762428265,36.73132268707344,54322,1367,2.52,24.30953573349656,7.387828538571402,10.663476341513178,1.7602433550349637,1.6879045870198282,3.789510567
VIRGINIA,Waynesboro city,1999/9/5,1,1,5000,0,0,1,9,Fall,NA,NA,0,0,0,46.27999878,48.00999832,47.13979149,36.81000137,39.54000092,38.14729174,58.22,21.290000000000003,20.24,0.24,20.92,20885,40977,39.45419389980766,529.3480347,20885,2288,10.96,17.71064055993621,7.778860636130061,11.57083370248959,9.174271285549748,10.994949942411624,10.45314827
VIRGINIA,Westmoreland County,1999/9/16,1,1,195000,0,0,1,9,Fall,NA,NA,0,0,0,31.10000038,50.22000122,40.75485833,150.7100067,181.5599976,171.2544936,7.28,41.71,27.84,23.18,1.4,17237,52990,639.2961248954479,26.96246595084396,17237,1537,8.92,26.355510357009045,12.026976395653802,13.670181448375528,6.214205427393887,23.74351014291067,3.477410214
VIRGINIA,Westmoreland County,2000/7/15,1,1,0,0,0,0,7,Summer,303,303,0,0,0,0,0,0,43.52999878,48.68000031,45.62582987,7.28,41.71,27.84,23.18,1.4,17237,52990,639.2961248954479,26.96246595084396,17237,1537,8.92,26.355510357009045,12.026976395653802,13.670181448375528,6.214205427393887,23.74351014291067,3.477410214
VIRGINIA,Wise County,2002/3/17,1,1,NA,0,1,1,3,Spring,NA,NA,9.590000153,17.30999947,14.38862793,24.48999977,42.83000183,31.6227093,52.15999985,93.95999908,69.13791853,8.21,79.61,3.73,8.440000000000001,1.67,41496,33608,1060.7882513272102,39.11808030309733,41496,2132,5.14,20.03246844123492,14.227335068715536,16.253813642343324,1.3575167240462396,5.2817197077840286,4.087988388
VIRGINIA,Wise County,2003/2/16,1,1,800000,0,0,1,2,Winter,336,336,19.93000031,33.41999817,26.48650002,52.43000031,75.72000122,64.45802321,15.02999973,43.34000015,28.67770929,8.21,79.61,3.73,8.440000000000001,1.67,41496,33608,1060.7882513272102,39.11808030309733,41496,2132,5.14,20.03246844123492,14.227335068715536,16.253813642343324,1.3575167240462396,5.2817197077840286,4.087988388
VIRGINIA,Wythe County,1996/1/19,1,1,60000,0,0,1,1,Winter,NA,NA,0,6.059999943,1.211165414,26.15999985,42.93000031,32.3269173,0,8.5,2.541203009,7.18,53.97,37.67,1.19,1.33,29005,38948,1211.3225334999934,23.944902532435353,29005,1697,5.85,21.974556150111628,7.643786101562777,15.42932067047025,1.4919026188029345,2.367199404656437,3.381977545
VIRGINIA,Wythe County,1997/6/2,1,1,25000,0,0,1,6,Summer,500,500,14.899999619999999,20.95999908,16.63545116,5.309999943,11.31000042,7.457105285,8.680000305,20.93000031,13.27458647,7.18,53.97,37.67,1.19,1.33,29005,38948,1211.3225334999934,23.944902532435353,29005,1697,5.85,21.974556150111628,7.643786101562777,15.42932067047025,1.4919026188029345,2.367199404656437,3.381977545
VIRGINIA,Wythe County,2001/7/29,1,1,0,0,0,0,7,Summer,1518,1518,7.03000021,14.05000019,8.654436095,41.38000107,48,43.83657893,34.61999893,42.11000061,36.9366542,7.18,53.97,37.67,1.19,1.33,29005,38948,1211.3225334999934,23.944902532435353,29005,1697,5.85,21.974556150111628,7.643786101562777,15.42932067047025,1.4919026188029345,2.367199404656437,3.381977545
VIRGINIA,Wythe County,2002/3/18,1,1,50000,0,0,1,3,Spring,1750,232,15.97000027,21.95999908,18.73221802,59.09999847,68.08999634,65.13375929,4.1199998859999996,15.64000034,7.681090233,7.18,53.97,37.67,1.19,1.33,29005,38948,1211.3225334999934,23.944902532435353,29005,1697,5.85,21.974556150111628,7.643786101562777,15.42932067047025,1.4919026188029345,2.367199404656437,3.381977545
VIRGINIA,Wythe County,2002/8/15,1,1,0,0,0,0,8,Summer,150,150,0,0,0,0,0,0,1.460000038,6.170000076,3.207030078,7.18,53.97,37.67,1.19,1.33,29005,38948,1211.3225334999934,23.944902532435353,29005,1697,5.85,21.974556150111628,7.643786101562777,15.42932067047025,1.4919026188029345,2.367199404656437,3.381977545
VIRGINIA,Wythe County,2003/7/6,1,1,0,0,0,0,7,Summer,475,325,0,0,0,0,0,0,11.77999973,15.90999985,13.72766919,7.18,53.97,37.67,1.19,1.33,29005,38948,1211.3225334999934,23.944902532435353,29005,1697,5.85,21.974556150111628,7.643786101562777,15.42932067047025,1.4919026188029345,2.367199404656437,3.381977545
DISTRICT OF COLUMBIA,District of Columbia,2006/6/25,1,1,10000000,0,0,1,6,Summer,1779,1779,4,16.12000084,9.541850016,1.75999999,27.56999969,8.830899998,108.0699997,179.6000061,147.5994496,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2008/7/23,1,1,0,0,0,0,7,Summer,759,759,0,0,0,0,0,0,0,0,0,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2008/9/6,1,2,0,0,0,0,9,Fall,804,45,0,0,0,4.6199998859999996,17.18000031,8.942399988,61.97000122,93.33000183,76.5530501,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2008/9/6,1,2,0,0,0,0,9,Fall,804,45,0,0,0,4.6199998859999996,17.18000031,8.942399988,61.97000122,93.33000183,76.5530501,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2009/5/26,1,1,0,0,0,0,5,Spring,1066,262,0,0,0,22.93000031,87.34999847,40.60370004,5.190000057,24.37000084,15.4542,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2009/6/9,1,1,0,0,0,0,6,Summer,1080,14,0,0,0,7.650000095,24.93000031,14.36225003,7.059999943,21.81999969,16.60059998,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2010/8/12,1,5,0,0,0,0,8,Summer,1509,429,0,0,0,0,38.56999969,11.45970004,30.82999992,64.58999634,43.51009996,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2010/8/12,1,5,0,0,0,0,8,Summer,1509,429,0,0,0,0,38.56999969,11.45970004,30.82999992,64.58999634,43.51009996,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2010/8/12,1,5,0,0,0,0,8,Summer,1509,429,0,0,0,0,38.56999969,11.45970004,30.82999992,64.58999634,43.51009996,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2010/8/12,1,5,0,0,0,0,8,Summer,1509,429,0,0,0,0,38.56999969,11.45970004,30.82999992,64.58999634,43.51009996,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2010/8/12,1,5,0,0,0,0,8,Summer,1509,429,0,0,0,0,38.56999969,11.45970004,30.82999992,64.58999634,43.51009996,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2010/8/18,1,1,0,0,0,0,8,Summer,1515,6,0,0,0,10.05000019,71.77999878,43.84740004,12.600000380000001,21.36000061,15.34425001,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2010/9/30,1,2,0,0,0,0,9,Fall,1558,43,0,2,0.12995,34.45999908,47.36999893,41.22270008,65.70999908,84.79000092,77.11115017,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2010/9/30,1,2,0,0,0,0,9,Fall,1558,43,0,2,0.12995,34.45999908,47.36999893,41.22270008,65.70999908,84.79000092,77.11115017,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2010/10/27,1,1,0,0,0,0,10,Fall,1585,27,0,0,0,11.97000027,14.98999977,13.42389998,14.60999966,25.47999954,21.42004994,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2010/12/1,1,1,0,0,0,0,12,Winter,1620,35,0,2.359999895,0.1678,6.440000057,11.350000380000001,8.321650009,11.65999985,19.21999931,15.12570003,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2011/9/7,1,4,0,0,0,0,9,Fall,1900,280,31.29000092,46.90000153,37.3575,19.42000008,30.35000038,24.47194994,77.30000305,103.5199966,86.88269981,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2011/9/7,1,4,0,0,0,0,9,Fall,1900,280,31.29000092,46.90000153,37.3575,19.42000008,30.35000038,24.47194994,77.30000305,103.5199966,86.88269981,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2011/9/7,1,4,0,0,0,0,9,Fall,1900,280,31.29000092,46.90000153,37.3575,19.42000008,30.35000038,24.47194994,77.30000305,103.5199966,86.88269981,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2011/9/7,1,4,0,0,0,0,9,Fall,1900,280,31.29000092,46.90000153,37.3575,19.42000008,30.35000038,24.47194994,77.30000305,103.5199966,86.88269981,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2012/6/1,1,2,0,0,0,0,6,Summer,2168,268,0,0,0,0,0,0,38.06999969,57.77000046,44.02889997,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2012/6/1,1,2,0,0,0,0,6,Summer,2168,268,0,0,0,0,0,0,38.06999969,57.77000046,44.02889997,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2012/7/10,1,1,0,0,0,0,7,Summer,2207,39,6.9600000380000004,17.17000008,11.21235,0,7.860000134,2.269950005,0,36.29999924,22.8124,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2012/7/18,1,1,0,0,0,0,7,Summer,2215,8,0,2.49000001,0.5174,0,0,0,0,10.55000019,5.07355,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
DISTRICT OF COLUMBIA,District of Columbia,2012/7/19,1,1,0,0,0,0,7,Summer,2216,1,0,0,0,0,10.55000019,5.07355,20.26000023,35.79000092,26.88765002,82.44,6.84,0.09,10.62,42.43,584400,58526,176.9840661,3301.992167562782,584400,300610,51.44,12.721867518550647,5.155792696989491,14.007281882040653,11.57006839969706,42.54351050992517,12.47883911
