,state,county,date,min.2,max.2,mean.2,min.1,max.1,mean.1,min,max,mean
1531,VIRGINIA,PITTSYLVANIA County,2008/5/9,0,20.63999939,5.318669038,40.06999969,76.69999695,55.92659469,3.589999914,11.88000011,5.876474824
1532,VIRGINIA,PITTSYLVANIA County,2008/5/9,0,20.63999939,5.318669038,40.06999969,76.69999695,55.92659469,3.589999914,11.88000011,5.876474824
1538,VIRGINIA,PITTSYLVANIA County,2008/5/9,0,20.63999939,5.318669038,40.06999969,76.69999695,55.92659469,3.589999914,11.88000011,5.876474824
1539,VIRGINIA,PITTSYLVANIA County,2008/5/9,0,20.63999939,5.318669038,40.06999969,76.69999695,55.92659469,3.589999914,11.88000011,5.876474824
1540,VIRGINIA,PITTSYLVANIA County,2008/5/9,0,20.63999939,5.318669038,40.06999969,76.69999695,55.92659469,3.589999914,11.88000011,5.876474824
1577,VIRGINIA,PITTSYLVANIA County,2008/5/9,0,20.63999939,5.318669038,40.06999969,76.69999695,55.92659469,3.589999914,11.88000011,5.876474824
1611,VIRGINIA,PITTSYLVANIA County,2008/5/9,0,20.63999939,5.318669038,40.06999969,76.69999695,55.92659469,3.589999914,11.88000011,5.876474824
1598,VIRGINIA,PITTSYLVANIA County,2008/8/27,0,11.63000011,3.490149886,16.61000061,48.84999847,26.82167865,57.72999954,108.5800018,77.01171452
1553,VIRGINIA,PITTSYLVANIA County,2008/9/6,0,0,0,24.38999939,52.52999878,34.98238009,7.619999886,51.22000122,27.72346523
1557,VIRGINIA,PITTSYLVANIA County,2008/9/6,0,0,0,24.38999939,52.52999878,34.98238009,7.619999886,51.22000122,27.72346523
1593,VIRGINIA,PITTSYLVANIA County,2008/9/6,0,0,0,24.38999939,52.52999878,34.98238009,7.619999886,51.22000122,27.72346523
1612,VIRGINIA,PITTSYLVANIA County,2008/9/6,0,0,0,24.38999939,52.52999878,34.98238009,7.619999886,51.22000122,27.72346523
1570,VIRGINIA,PITTSYLVANIA County,2008/12/11,1.100000024,3.859999895,2.09272182,6.21999979,18.40999985,10.67505996,36.27999878,50.97999954,44.93012589
1734,VIRGINIA,PITTSYLVANIA County,2009/8/5,0,1,0.042565947,0,10.11999989,2.826414872,5.369999886,42.09000015,15.32070744
1783,VIRGINIA,PITTSYLVANIA County,2010/1/25,0,12.06999969,1.663351318,34.43000031,81.90000153,61.14484417,0,19.96999931,6.379832136
1861,VIRGINIA,PITTSYLVANIA County,2010/3/28,2.430000067,8.489999771,5.16761391,0,0,0,28.29999924,65.91999817,40.70618707
1916,VIRGINIA,PITTSYLVANIA County,2010/8/24,0,0,0,0,24.06999969,18.98320745,8.850000381,20.72999954,14.0506235
1912,VIRGINIA,PITTSYLVANIA County,2010/9/30,0,5.079999924,0.533681056,67.33999634,98.01000214,85.71880701,9.949999809,26.28000069,17.26354915
2248,VIRGINIA,PITTSYLVANIA County,2012/3/20,0,8.43999958,1.793609113,0,14.51000023,5.915353707,14.30000019,43.79000092,32.20629497
2353,VIRGINIA,PITTSYLVANIA County,2013/7/11,0,13.55000019,0.506223021,1.590000033,13.47999954,6.504160672,13.06999969,45.97999954,28.81836332
2518,VIRGINIA,PITTSYLVANIA County,2015/12/24,5.579999924,11.77000046,9.556828531,20.05999947,41.84999847,32.58489209,5.639999866,32.52999878,23.55184653
2716,VIRGINIA,PITTSYLVANIA County,2018/5/18,19.03000069,44.09999847,35.3363789,8.25,44.16999817,19.79019186,39.09000015,72.56999969,61.02390879
2778,VIRGINIA,PITTSYLVANIA County,2018/8/2,12.63000011,35.90000153,27.8296163,9.739999771,34.31999969,24.07783572,17.63999939,34.97000122,26.38731415
2777,VIRGINIA,PITTSYLVANIA County,2018/8/19,0,0,0,0,28.52000046,8.559334478,12.38000011,51.90999985,39.06669062
2752,VIRGINIA,PITTSYLVANIA County,2018/9/17,12.53999996,27.44000053,20.07751197,35.90000153,68.12999725,47.93356116,4.269999981,41.06000137,21.82429854
2756,VIRGINIA,PITTSYLVANIA County,2018/9/22,0,0,0,0,0,0,37.40000153,105.7600021,77.7520623
2880,VIRGINIA,PITTSYLVANIA County,2018/10/11,2.970000029,13.93000031,7.424352523,0,11.78999996,5.385665468,58.77000046,116.1100006,88.23327942
2996,VIRGINIA,PITTSYLVANIA County,2020/2/6,0,3,0.269376497,8.680000305,27.26000023,15.92064147,60.45999908,89.5,77.93603113
3173,VIRGINIA,PITTSYLVANIA County,2020/6/17,17.45999908,35.20999908,24.86028779,33.27000046,73.19000244,53.73996404,22.81999969,48.02000046,34.65007795
3174,VIRGINIA,PITTSYLVANIA County,2020/6/17,17.45999908,35.20999908,24.86028779,33.27000046,73.19000244,53.73996404,22.81999969,48.02000046,34.65007795
3175,VIRGINIA,PITTSYLVANIA County,2020/6/17,17.45999908,35.20999908,24.86028779,33.27000046,73.19000244,53.73996404,22.81999969,48.02000046,34.65007795
3085,VIRGINIA,PITTSYLVANIA County,2020/11/11,0,2.599999905,0.013591127,0,25.88999939,15.02682854,61.58000183,114.4199982,79.99555751
3271,VIRGINIA,PITTSYLVANIA County,2021/6/11,0,7.920000076,2.87229017,1.429999948,9.93999958,5.107871706,8.909999847,33.22999954,22.12684053
574,VIRGINIA,POQUOSON,1999/9/15,0,0,0,0,4.269999981,1.878593752,119.2300034,126.3300018,123.1506249
594,VIRGINIA,POQUOSON,1999/10/17,0,0,0,0,0,0,102.0100021,111.6699982,106.3343748
744,VIRGINIA,POQUOSON,2000/7/24,11.96000004,12.89999962,12.40468743,0,0,0,56.29000092,60.61000061,58.12171888
1062,VIRGINIA,POQUOSON,2003/8/17,0,0,0,7.269999981,13.88000011,10.38671877,17.60000038,20.60000038,19.005
1334,VIRGINIA,POQUOSON,2005/10/8,2.400000095,4.269999981,3.207812499,15.75,20.60000038,18.08484374,82.16999817,91.61000061,87.21812522
514,VIRGINIA,PORTSMOUTH,1999/7/24,0,0,0,0,0,0,29.05999947,34.68999863,31.97486732
507,VIRGINIA,PORTSMOUTH,1999/8/14,0,0,0,0,0,0,32.31000137,34.47999954,33.35867272
553,VIRGINIA,PORTSMOUTH,1999/9/7,15.06999969,18.98999977,17.14026552,23.45000076,27.82999992,25.78522132,16.22999954,26.11000061,21.07893797
585,VIRGINIA,PORTSMOUTH,1999/9/15,0,0,0,0,0,0,106.4700012,122.8000031,115.1392922
550,VIRGINIA,PORTSMOUTH,1999/10/17,0,0,0,0,0,0,119.2300034,127.2099991,122.843451
770,VIRGINIA,PORTSMOUTH,2000/8/11,4.869999886,5.639999866,5.326991149,0,0,0,0,0,0
1150,VIRGINIA,PORTSMOUTH,2003/9/3,0,0,0,0,0,0,31.65999985,40.36999893,35.31513268
1195,VIRGINIA,PORTSMOUTH,2004/6/10,0,0,0,0,0,0,30.30999947,34.63000107,32.16451317
1224,VIRGINIA,PORTSMOUTH,2004/8/2,0,0,0,6.610000134,10.68000031,8.970442515,34.70000076,38.29000092,36.58761057
1327,VIRGINIA,PORTSMOUTH,2005/8/9,0,12.68000031,7.450088535,4.480000019,7.369999886,6.030796443,18.18000031,21.95000076,20.35017701
1330,VIRGINIA,PORTSMOUTH,2005/10/8,6.079999924,9.640000343,7.796194718,20.23999977,28.64999962,24.34884947,104.0599976,112.6399994,107.9081416
1426,VIRGINIA,PORTSMOUTH,2006/6/14,9.659999847,10.40999985,10.11238933,0,0,0,91.05999756,104.2699966,99.53805285
1451,VIRGINIA,PORTSMOUTH,2006/9/1,18.39999962,27.53000069,22.38168137,28.89999962,42.84000015,37.19247788,164.2400055,184.7400055,175.4907962
1544,VIRGINIA,PORTSMOUTH,2008/4/21,0,0.800000012,0.0920354,14.69999981,22.72999954,18.26858399,47.86000061,55.27999878,52.34221237
1658,VIRGINIA,PORTSMOUTH,2009/8/12,0,2.599999905,0.023008849,0,0,0,47.31000137,70.47000122,61.16699128
1662,VIRGINIA,PORTSMOUTH,2009/8/12,0,2.599999905,0.023008849,0,0,0,47.31000137,70.47000122,61.16699128
1795,VIRGINIA,PORTSMOUTH,2010/7/29,0,0,0,0,0,0,65.97000122,85.87000275,76.88920364
1901,VIRGINIA,PORTSMOUTH,2010/9/30,11.97000027,13.97999954,13.44247785,67.69000244,79.26000214,75.26177,175.3200073,203.6199951,191.9856636
2430,VIRGINIA,PORTSMOUTH,2014/9/8,0,0,0,0,11.60000038,3.908761096,128.3300018,164.6100006,144.2422119
2602,VIRGINIA,PORTSMOUTH,2016/7/19,0,6.539999962,0.270796459,0,0,0,21.28000069,39.88000107,33.94380544
2596,VIRGINIA,PORTSMOUTH,2016/10/8,1.600000024,5.019999981,3.601415937,0,0,0,237.8399963,278.2399902,259.6076986
2994,VIRGINIA,PORTSMOUTH,2020/6/20,0,0,0,0,0,0,18.10000038,22.77000046,20.11504423
3152,VIRGINIA,PORTSMOUTH,2020/9/18,0,0,0,106.0199966,135.0899963,120.221416,6.179999828,36.43999863,18.92707958
3339,VIRGINIA,PORTSMOUTH,2021/8/16,24.47999954,33.74000168,28.21601766,0,7.130000114,2.23292035,18.92000008,25.87000084,22.92539835
3495,VIRGINIA,PORTSMOUTH,2023/8/28,0,0,0,0,0,0,61.02999878,93.33999634,78.29088542
3619,VIRGINIA,PORTSMOUTH,2023/12/17,0,0,0,0,0,0,65.08000183,86.11000061,77.4244247
679,VIRGINIA,POWHATAN County,2000/9/3,3.049999952,5.889999866,4.250858901,12.92000008,16.14999962,15.17754604,11.06000042,13.92000008,12.38588956
1206,VIRGINIA,POWHATAN County,2004/6/16,0.699999988,2.859999895,1.708834358,8.460000038,12.52000046,9.90147239,22.78000069,28.47999954,26.11871161
1207,VIRGINIA,POWHATAN County,2004/6/16,0.699999988,2.859999895,1.708834358,8.460000038,12.52000046,9.90147239,22.78000069,28.47999954,26.11871161
1246,VIRGINIA,POWHATAN County,2004/9/17,5.699999809,11.82999992,8.336932513,0,2.75999999,1.55085889,39.70999908,55.27999878,49.38588937
1430,VIRGINIA,POWHATAN County,2006/6/23,0,0,0,0,0,0,2.299999952,6.070000172,3.578711669
1432,VIRGINIA,POWHATAN County,2006/6/26,0,0,0,0,0,0,23.75,25.87000084,24.99797543
1515,VIRGINIA,POWHATAN County,2007/8/16,0,0,0,0,0,0,103.0500031,130.3399963,117.0686504
1567,VIRGINIA,POWHATAN County,2008/9/26,0,0,0,38.79999924,44.77000046,41.62588964,18.20999908,28.42000008,24.28723929
2802,VIRGINIA,POWHATAN County,2018/6/2,1.679999948,3.619999886,2.558895703,0,3.849999905,0.457914109,21.09000015,41.09000015,29.42306753
3489,VIRGINIA,POWHATAN County,2023/5/16,0,0,0,0,0,0,27.35000038,62.04000092,38.58515344
3490,VIRGINIA,POWHATAN County,2023/5/16,0,0,0,0,0,0,27.35000038,62.04000092,38.58515344
3491,VIRGINIA,POWHATAN County,2023/5/16,0,0,0,0,0,0,27.35000038,62.04000092,38.58515344
1245,VIRGINIA,PRINCE EDWARD County,2004/9/17,0,7.840000153,1.679081966,0,0,0,39.20999908,51.11000061,46.73788523
1586,VIRGINIA,PRINCE EDWARD County,2008/9/6,0,0,0,34.61999893,47.13999939,41.57365578,52.95000076,80.12000275,62.72508191
2861,VIRGINIA,PRINCE EDWARD County,2018/10/11,0,17.95000076,9.698196738,2.140000105,12.19999981,5.87277049,105.8600006,170.4199982,139.1753114
2898,VIRGINIA,PRINCE EDWARD County,2018/10/11,0,17.95000076,9.698196738,2.140000105,12.19999981,5.87277049,105.8600006,170.4199982,139.1753114
2899,VIRGINIA,PRINCE EDWARD County,2018/10/11,0,17.95000076,9.698196738,2.140000105,12.19999981,5.87277049,105.8600006,170.4199982,139.1753114
2997,VIRGINIA,PRINCE EDWARD County,2020/5/16,0,0,0,0,0,0,0,36.16999817,22.0300656
2998,VIRGINIA,PRINCE EDWARD County,2020/5/16,0,0,0,0,0,0,0,36.16999817,22.0300656
3494,VIRGINIA,PRINCE EDWARD County,2023/5/13,0,0,0,0,15.27000046,0.598508197,24.12000084,48.86000061,36.29703288
3516,VIRGINIA,PRINCE EDWARD County,2023/6/26,0.449999988,4.53000021,2.268590162,0,0,0,9.640000343,14.81000042,12.05208196
583,VIRGINIA,PRINCE GEORGE County,1999/9/16,0,3.440000057,0.884124998,57.77999878,74.01000214,64.40762502,131.0099945,181.7100067,157.9410419
1259,VIRGINIA,PRINCE GEORGE County,2004/9/15,0,0,0,12.64000034,28.43000031,20.25645832,18.87000084,24.97999954,22.2865
1262,VIRGINIA,PRINCE GEORGE County,2004/9/15,0,0,0,12.64000034,28.43000031,20.25645832,18.87000084,24.97999954,22.2865
1460,VIRGINIA,PRINCE GEORGE County,2006/9/1,24.29000092,34.61999893,30.19183331,36.18999863,46.04000092,40.91829178,88.13999939,119.4100037,103.8264583
1477,VIRGINIA,PRINCE GEORGE County,2006/10/7,0,79.83999634,40.41154156,48.56999969,62.09000015,56.32283324,79.22000122,110.3099976,96.33087511
1494,VIRGINIA,PRINCE GEORGE County,2006/10/7,0,79.83999634,40.41154156,48.56999969,62.09000015,56.32283324,79.22000122,110.3099976,96.33087511
1565,VIRGINIA,PRINCE GEORGE County,2008/9/26,0,0,0,31.20999908,42.75,33.98095827,18.69000053,31.40999985,25.60724998
2162,VIRGINIA,PRINCE GEORGE County,2011/9/7,0,13.14999962,6.828083326,26.82999992,41.50999832,32.99358345,70.76999664,83.95999908,77.30883331
2370,VIRGINIA,PRINCE GEORGE County,2013/6/7,0,0,0,4.989999771,10.06000042,7.62920834,80.76999664,108.4199982,96.0948336
3162,VIRGINIA,PRINCE GEORGE County,2020/8/15,12.35000038,17.54999924,15.61825,30.72999954,51.11999893,40.81758323,63.22999954,86.05000305,74.55800007
3095,VIRGINIA,PRINCE GEORGE County,2020/9/10,8.090000153,12.09000015,10.37041662,19.54000092,42.56999969,31.23358342,15.76000023,30.61000061,24.817875
3096,VIRGINIA,PRINCE GEORGE County,2020/9/10,8.090000153,12.09000015,10.37041662,19.54000092,42.56999969,31.23358342,15.76000023,30.61000061,24.817875
3305,VIRGINIA,PRINCE GEORGE County,2021/7/8,0,0,0,0,0,0,43.68999863,77.16999817,66.22437491
3286,VIRGINIA,PRINCE GEORGE County,2021/7/26,0,25.76000023,2.256958326,0,0,0,44.31000137,56.25999832,49.89295829
3287,VIRGINIA,PRINCE GEORGE County,2021/7/26,0,25.76000023,2.256958326,0,0,0,44.31000137,56.25999832,49.89295829
3289,VIRGINIA,PRINCE GEORGE County,2021/7/26,0,25.76000023,2.256958326,0,0,0,44.31000137,56.25999832,49.89295829
3290,VIRGINIA,PRINCE GEORGE County,2021/7/26,0,25.76000023,2.256958326,0,0,0,44.31000137,56.25999832,49.89295829
3636,MARYLAND,PRINCE GEORGE'S County,1996/1/19,0,0,0,0,7.139999866,3.352367344,20.35000038,22.48999977,21.34220415
3658,MARYLAND,PRINCE GEORGE'S County,1996/6/20,12.86999989,19.37000084,16.48612251,3.25999999,12.31000042,8.70204081,13.60000038,20.62999916,17.82787757
3693,MARYLAND,PRINCE GEORGE'S County,1996/7/19,0,0,0,8.640000343,12.14999962,10.48240819,18.82999992,29.11000061,24.54183677
3701,MARYLAND,PRINCE GEORGE'S County,1996/9/6,16.46999931,35.16999817,25.01375511,0,2.190000057,0.286285714,25.81999969,35.11000061,30.53824491
3687,MARYLAND,PRINCE GEORGE'S County,1996/9/11,0,5.099999905,0.324775509,0,11.57999992,0.605142866,15.07999992,22.72999954,19.51763264
3699,MARYLAND,PRINCE GEORGE'S County,1996/11/8,0,0,0,0,0,0,40.68000031,48.77999878,45.74093877
3719,MARYLAND,PRINCE GEORGE'S County,1997/6/26,0,0,0,0,0,0,0,22.87999916,16.21555101
3747,MARYLAND,PRINCE GEORGE'S County,1998/2/4,0,0,0,0,0,0,44.06000137,53.09000015,47.81910204
3749,MARYLAND,PRINCE GEORGE'S County,1998/3/9,0,6.900000095,5.648571431,25.78000069,34.38999939,30.11530611,19.31999969,28.29999924,24.23208162
3775,MARYLAND,PRINCE GEORGE'S County,1999/8/26,14.10000038,20.37999916,19.06061223,41.20000076,60.77000046,51.40677554,39.13000107,50.29000092,45.53273459
3763,MARYLAND,PRINCE GEORGE'S County,1999/9/16,0,0,0,37.40999985,60.20000076,47.21832638,78.41999817,108.3700027,93.80751028
3818,MARYLAND,PRINCE GEORGE'S County,2000/7/14,0,0,0,0,0,0,27.62999916,40.04999924,32.65530608
3823,MARYLAND,PRINCE GEORGE'S County,2001/5/22,3.859999895,7.539999962,6.010938774,7.460000038,11.39000034,9.506285728,18.19000053,22.82999992,20.86159178
3903,MARYLAND,PRINCE GEORGE'S County,2003/6/12,0,0,0,3.24000001,7.170000076,5.708244903,13.47000027,18.12999916,15.93836733
3949,MARYLAND,PRINCE GEORGE'S County,2004/6/17,0.330000013,6.820000172,3.246244893,0,0,0,22.70999908,27.65999985,25.05836734
3979,MARYLAND,PRINCE GEORGE'S County,2004/7/4,0,0,0,0,0,0,39.34000015,71.41999817,55.5803674
3976,MARYLAND,PRINCE GEORGE'S County,2004/7/27,0,0,0,23.02000046,35.81000137,30.66840808,16.15999985,24,19.40616327
4002,MARYLAND,PRINCE GEORGE'S County,2005/7/16,0,6.360000134,2.47967347,19.96999931,28.27000046,23.67526536,12.93000031,19.03000069,16.05820407
4030,MARYLAND,PRINCE GEORGE'S County,2006/6/19,0,0,0,0,0,0,33.31999969,69.13999939,53.23636736
4019,MARYLAND,PRINCE GEORGE'S County,2006/6/25,0,8.119999886,1.519387754,3.200000048,22.30999947,11.03346936,96.51999664,127.9899979,114.0031837
4029,MARYLAND,PRINCE GEORGE'S County,2006/6/26,3.200000048,22.30999947,11.03346936,96.51999664,127.9899979,114.0031837,28.51000023,51.36999893,38.34061219
4024,MARYLAND,PRINCE GEORGE'S County,2006/7/6,10.55000019,14.43999958,11.56873469,37.86000061,53.83000183,44.26502036,0,0,0
4025,MARYLAND,PRINCE GEORGE'S County,2006/7/6,10.55000019,14.43999958,11.56873469,37.86000061,53.83000183,44.26502036,0,0,0
4076,MARYLAND,PRINCE GEORGE'S County,2008/5/9,0,7.900000095,2.079632655,62.72000122,98.83999634,84.72461254,10.43000031,22.32999992,14.98285714
4094,MARYLAND,PRINCE GEORGE'S County,2009/5/26,0,0,0,19.29000092,33.5,26.00485718,5.090000153,13.76000023,8.201142877
4096,MARYLAND,PRINCE GEORGE'S County,2009/5/26,0,0,0,19.29000092,33.5,26.00485718,5.090000153,13.76000023,8.201142877
4091,MARYLAND,PRINCE GEORGE'S County,2009/6/10,6.409999847,17.55999947,11.47991839,18.40999985,28.64999962,22.80179591,14.84000015,29.09000015,25.1233878
4141,MARYLAND,PRINCE GEORGE'S County,2010/8/12,0,0,0,0,0,0,26.04000092,66.70999908,42.62918368
4156,MARYLAND,PRINCE GEORGE'S County,2010/8/12,0,0,0,0,0,0,26.04000092,66.70999908,42.62918368
4289,MARYLAND,PRINCE GEORGE'S County,2011/7/8,0,3.99000001,1.094204084,0,0,0,24.72999954,40.27999878,35.1671429
4291,MARYLAND,PRINCE GEORGE'S County,2011/7/8,0,3.99000001,1.094204084,0,0,0,24.72999954,40.27999878,35.1671429
4304,MARYLAND,PRINCE GEORGE'S County,2011/7/25,0,4.570000172,0.157469389,0,0,0,2.599999905,16.19000053,7.854489778
4334,MARYLAND,PRINCE GEORGE'S County,2011/8/14,0,5,0.089469388,7.610000134,38.15000153,23.7281225,13.35999966,21.10000038,17.85832652
4335,MARYLAND,PRINCE GEORGE'S County,2011/8/14,0,5,0.089469388,7.610000134,38.15000153,23.7281225,13.35999966,21.10000038,17.85832652
4355,MARYLAND,PRINCE GEORGE'S County,2011/8/14,0,5,0.089469388,7.610000134,38.15000153,23.7281225,13.35999966,21.10000038,17.85832652
4317,MARYLAND,PRINCE GEORGE'S County,2011/8/19,0,0,0,0,6.130000114,2.388081639,8.619999886,29.01000023,16.04612247
4360,MARYLAND,PRINCE GEORGE'S County,2011/8/27,6.679999828,15.97000027,12.48391836,0,24.68000031,7.738734712,102.3300018,144.0500031,123.0573472
4195,MARYLAND,PRINCE GEORGE'S County,2011/9/7,43.86000061,53.54999924,48.06412251,20.31999969,33.68999863,25.6150612,98.80999756,128.8399963,113.2550612
4211,MARYLAND,PRINCE GEORGE'S County,2011/9/7,43.86000061,53.54999924,48.06412251,20.31999969,33.68999863,25.6150612,98.80999756,128.8399963,113.2550612
4229,MARYLAND,PRINCE GEORGE'S County,2011/9/7,43.86000061,53.54999924,48.06412251,20.31999969,33.68999863,25.6150612,98.80999756,128.8399963,113.2550612
4233,MARYLAND,PRINCE GEORGE'S County,2011/9/7,43.86000061,53.54999924,48.06412251,20.31999969,33.68999863,25.6150612,98.80999756,128.8399963,113.2550612
4234,MARYLAND,PRINCE GEORGE'S County,2011/9/7,43.86000061,53.54999924,48.06412251,20.31999969,33.68999863,25.6150612,98.80999756,128.8399963,113.2550612
4253,MARYLAND,PRINCE GEORGE'S County,2011/9/7,43.86000061,53.54999924,48.06412251,20.31999969,33.68999863,25.6150612,98.80999756,128.8399963,113.2550612
4326,MARYLAND,PRINCE GEORGE'S County,2011/9/7,43.86000061,53.54999924,48.06412251,20.31999969,33.68999863,25.6150612,98.80999756,128.8399963,113.2550612
4328,MARYLAND,PRINCE GEORGE'S County,2011/9/7,43.86000061,53.54999924,48.06412251,20.31999969,33.68999863,25.6150612,98.80999756,128.8399963,113.2550612
4257,MARYLAND,PRINCE GEORGE'S County,2011/9/8,20.31999969,33.68999863,25.6150612,98.80999756,128.8399963,113.2550612,29.54999924,96.44000244,49.88297948
4362,MARYLAND,PRINCE GEORGE'S County,2012/6/1,0,1,0.069755102,0,2.609999895,0.56510204,19.62999916,41.70999908,28.88906128
4363,MARYLAND,PRINCE GEORGE'S County,2012/6/1,0,1,0.069755102,0,2.609999895,0.56510204,19.62999916,41.70999908,28.88906128
4364,MARYLAND,PRINCE GEORGE'S County,2012/6/1,0,1,0.069755102,0,2.609999895,0.56510204,19.62999916,41.70999908,28.88906128
4365,MARYLAND,PRINCE GEORGE'S County,2012/6/1,0,1,0.069755102,0,2.609999895,0.56510204,19.62999916,41.70999908,28.88906128
4367,MARYLAND,PRINCE GEORGE'S County,2012/6/1,0,1,0.069755102,0,2.609999895,0.56510204,19.62999916,41.70999908,28.88906128
4368,MARYLAND,PRINCE GEORGE'S County,2012/6/1,0,1,0.069755102,0,2.609999895,0.56510204,19.62999916,41.70999908,28.88906128
4370,MARYLAND,PRINCE GEORGE'S County,2012/6/1,0,1,0.069755102,0,2.609999895,0.56510204,19.62999916,41.70999908,28.88906128
4378,MARYLAND,PRINCE GEORGE'S County,2012/6/1,0,1,0.069755102,0,2.609999895,0.56510204,19.62999916,41.70999908,28.88906128
4439,MARYLAND,PRINCE GEORGE'S County,2013/7/12,0,11.53999996,4.976979595,32.49000168,68.69000244,53.77477552,0,7.860000134,2.54355102
4509,MARYLAND,PRINCE GEORGE'S County,2014/6/10,4.420000076,7.099999905,5.485510201,0,0,0,8.399999619,15.05000019,10.29146938
4511,MARYLAND,PRINCE GEORGE'S County,2014/6/10,4.420000076,7.099999905,5.485510201,0,0,0,8.399999619,15.05000019,10.29146938
4512,MARYLAND,PRINCE GEORGE'S County,2014/6/10,4.420000076,7.099999905,5.485510201,0,0,0,8.399999619,15.05000019,10.29146938
4516,MARYLAND,PRINCE GEORGE'S County,2014/6/10,4.420000076,7.099999905,5.485510201,0,0,0,8.399999619,15.05000019,10.29146938
4517,MARYLAND,PRINCE GEORGE'S County,2014/6/10,4.420000076,7.099999905,5.485510201,0,0,0,8.399999619,15.05000019,10.29146938
4518,MARYLAND,PRINCE GEORGE'S County,2014/6/10,4.420000076,7.099999905,5.485510201,0,0,0,8.399999619,15.05000019,10.29146938
4519,MARYLAND,PRINCE GEORGE'S County,2014/6/10,4.420000076,7.099999905,5.485510201,0,0,0,8.399999619,15.05000019,10.29146938
4520,MARYLAND,PRINCE GEORGE'S County,2014/6/10,4.420000076,7.099999905,5.485510201,0,0,0,8.399999619,15.05000019,10.29146938
4521,MARYLAND,PRINCE GEORGE'S County,2014/6/10,4.420000076,7.099999905,5.485510201,0,0,0,8.399999619,15.05000019,10.29146938
4537,MARYLAND,PRINCE GEORGE'S County,2014/6/10,4.420000076,7.099999905,5.485510201,0,0,0,8.399999619,15.05000019,10.29146938
4566,MARYLAND,PRINCE GEORGE'S County,2014/6/10,4.420000076,7.099999905,5.485510201,0,0,0,8.399999619,15.05000019,10.29146938
4488,MARYLAND,PRINCE GEORGE'S County,2014/8/12,0,0,0,3.50999999,9.729999542,6.836244885,82.41000366,99.43000031,91.54738785
4492,MARYLAND,PRINCE GEORGE'S County,2014/8/12,0,0,0,3.50999999,9.729999542,6.836244885,82.41000366,99.43000031,91.54738785
4545,MARYLAND,PRINCE GEORGE'S County,2014/8/12,0,0,0,3.50999999,9.729999542,6.836244885,82.41000366,99.43000031,91.54738785
4568,MARYLAND,PRINCE GEORGE'S County,2014/8/12,0,0,0,3.50999999,9.729999542,6.836244885,82.41000366,99.43000031,91.54738785
4591,MARYLAND,PRINCE GEORGE'S County,2015/6/20,4.369999886,14.65999985,10.07310205,0,4.690000057,0.753918369,47.34000015,76.69999695,62.24526528
4608,MARYLAND,PRINCE GEORGE'S County,2015/6/23,0,0,0,0,0,0,10.68000031,20.5,15.38277552
4592,MARYLAND,PRINCE GEORGE'S County,2015/6/27,17.38999939,25.62000084,21.77930612,0.170000002,16.37999916,7.110163277,41.68999863,57.72000122,48.50938771
4572,MARYLAND,PRINCE GEORGE'S County,2015/7/8,0.589999974,5.730000019,3.063877548,0,0,0,12.43999958,41.08000183,26.11889796
4622,MARYLAND,PRINCE GEORGE'S County,2015/9/29,0,0,0,0,0,0,40.15000153,62.56000137,46.93069369
4736,MARYLAND,PRINCE GEORGE'S County,2017/7/28,0,0,0,0,0,0,54.75,84.61000061,69.78420413
4682,MARYLAND,PRINCE GEORGE'S County,2017/8/11,0,0,0,0,0,0,49.70999908,83.20999908,68.03306111
4871,MARYLAND,PRINCE GEORGE'S County,2018/9/7,0,0,0,0,0,0,15.75,30.62000084,22.50281632
4867,MARYLAND,PRINCE GEORGE'S County,2018/9/18,0,0,0,7.21999979,22.15999985,12.07061223,2.779999971,8.109999657,4.212448985
4873,MARYLAND,PRINCE GEORGE'S County,2018/9/18,0,0,0,7.21999979,22.15999985,12.07061223,2.779999971,8.109999657,4.212448985
4943,MARYLAND,PRINCE GEORGE'S County,2020/7/6,0,0,0,0,0,0,60.31000137,107.9199982,79.51318355
4944,MARYLAND,PRINCE GEORGE'S County,2020/7/7,0,0,0,60.31000137,107.9199982,79.51318355,0,0,0
4960,MARYLAND,PRINCE GEORGE'S County,2020/8/13,3.559999943,8.369999886,5.26759185,0.860000014,9.75,4.850612247,32.47999954,60.63000107,51.58048977
4961,MARYLAND,PRINCE GEORGE'S County,2020/8/13,3.559999943,8.369999886,5.26759185,0.860000014,9.75,4.850612247,32.47999954,60.63000107,51.58048977
4995,MARYLAND,PRINCE GEORGE'S County,2020/9/10,0,0,0,18.54000092,36.02000046,25.76432659,29.23999977,48.90999985,37.98906128
5005,MARYLAND,PRINCE GEORGE'S County,2020/9/10,0,0,0,18.54000092,36.02000046,25.76432659,29.23999977,48.90999985,37.98906128
5008,MARYLAND,PRINCE GEORGE'S County,2020/9/10,0,0,0,18.54000092,36.02000046,25.76432659,29.23999977,48.90999985,37.98906128
5009,MARYLAND,PRINCE GEORGE'S County,2020/9/10,0,0,0,18.54000092,36.02000046,25.76432659,29.23999977,48.90999985,37.98906128
5010,MARYLAND,PRINCE GEORGE'S County,2020/9/10,0,0,0,18.54000092,36.02000046,25.76432659,29.23999977,48.90999985,37.98906128
5011,MARYLAND,PRINCE GEORGE'S County,2020/9/10,0,0,0,18.54000092,36.02000046,25.76432659,29.23999977,48.90999985,37.98906128
