"","State","County","Year","Median.Income"
"1997","va","MADISON County",1997,62206
"1998","va","MADISON County",1998,64726
"1999","va","MADISON County",1999,65348
"2001","va","MADISON County",2001,65443
"2003","va","MADISON County",2003,63968
"2004","va","MADISON County",2004,64851
"2010","va","MADISON County",2010,64206
"2011","va","MADISON County",2011,66187
"2012","va","MADISON County",2012,63357
"2018","va","MADISON County",2018,68308
"2021","va","MADISON County",2021,70903
"19971","va","NELSON County",1997,56634
"19981","va","NELSON County",1998,59400
"19991","va","NELSON County",1999,60336
"2000","va","NELSON County",2000,62358
"20011","va","NELSON County",2001,60040
"2002","va","NELSON County",2002,60021
"20031","va","NELSON County",2003,60402
"20041","va","NELSON County",2004,60400
"2006","va","NELSON County",2006,60721
"2008","va","NELSON County",2008,61038
"20101","va","NELSON County",2010,61578
"20111","va","NELSON County",2011,58490
"2013","va","NELSON County",2013,56568
"2016","va","NELSON County",2016,63942
"2020","va","NELSON County",2020,66833
"2022","va","NELSON County",2022,67944
"2023","va","NELSON County",2023,77049
"19972","va","ORANGE County",1997,69698
"19982","va","ORANGE County",1998,72552
"20012","va","ORANGE County",2001,69658
"20032","va","ORANGE County",2003,72024
"20042","va","ORANGE County",2004,74114
"20102","va","ORANGE County",2010,69988
"20112","va","ORANGE County",2011,72348
"20181","va","ORANGE County",2018,71960
"20221","va","ORANGE County",2022,83018
"19973","va","GREENE County",1997,67131
"19983","va","GREENE County",1998,70166
"19992","va","GREENE County",1999,74856
"20013","va","GREENE County",2001,75959
"20021","va","GREENE County",2002,76730
"20033","va","GREENE County",2003,77959
"20043","va","GREENE County",2004,77344
"20061","va","GREENE County",2006,75078
"20103","va","GREENE County",2010,74870
"20113","va","GREENE County",2011,77102
"20131","va","GREENE County",2013,73468
"2015","va","GREENE County",2015,72487
"2017","va","GREENE County",2017,75203
"20182","va","GREENE County",2018,76273
"19974","va","BATH County",1997,58327
"19984","va","BATH County",1998,59342
"20001","va","BATH County",2000,60177
"20014","va","BATH County",2001,57563
"20034","va","BATH County",2003,56976
"20044","va","BATH County",2004,57599
"20062","va","BATH County",2006,56962
"2009","va","BATH County",2009,56683
"20104","va","BATH County",2010,53646
"20114","va","BATH County",2011,53877
"20161","va","BATH County",2016,55530
"20183","va","BATH County",2018,57137
"2019","va","BATH County",2019,60367
"20201","va","BATH County",2020,61782
"20211","va","BATH County",2021,59010
"19975","va","DICKENSON County",1997,40835
"19985","va","DICKENSON County",1998,41393
"20015","va","DICKENSON County",2001,39104
"2005","va","DICKENSON County",2005,38287
"20063","va","DICKENSON County",2006,40477
"20091","va","DICKENSON County",2009,42396
"20105","va","DICKENSON County",2010,42842
"20115","va","DICKENSON County",2011,42537
"20121","va","DICKENSON County",2012,43582
"20132","va","DICKENSON County",2013,41065
"20171","va","DICKENSON County",2017,38390
"20202","va","DICKENSON County",2020,42233
"20222","va","DICKENSON County",2022,44136
"19976","va","ALLEGHANY County",1997,65458
"19986","va","ALLEGHANY County",1998,68486
"20016","va","ALLEGHANY County",2001,57884
"20035","va","ALLEGHANY County",2003,58264
"20064","va","ALLEGHANY County",2006,57768
"20092","va","ALLEGHANY County",2009,57496
"20106","va","ALLEGHANY County",2010,56043
"20133","va","ALLEGHANY County",2013,55329
"20162","va","ALLEGHANY County",2016,55504
"20203","va","ALLEGHANY County",2020,57509
"19977","va","ROCKBRIDGE County",1997,59963
"19987","va","ROCKBRIDGE County",1998,62251
"20002","va","ROCKBRIDGE County",2000,61930
"20022","va","ROCKBRIDGE County",2002,59152
"20036","va","ROCKBRIDGE County",2003,59088
"20045","va","ROCKBRIDGE County",2004,60522
"20065","va","ROCKBRIDGE County",2006,59542
"20081","va","ROCKBRIDGE County",2008,60616
"20107","va","ROCKBRIDGE County",2010,57853
"20116","va","ROCKBRIDGE County",2011,54060
"20122","va","ROCKBRIDGE County",2012,58167
"20134","va","ROCKBRIDGE County",2013,57665
"20163","va","ROCKBRIDGE County",2016,59673
"20204","va","ROCKBRIDGE County",2020,61252
"20223","va","ROCKBRIDGE County",2022,65681
"19978","va","COVINGTON City",1997,49391
"20037","va","COVINGTON City",2003,49433
"20164","va","COVINGTON City",2016,44727
"20205","va","COVINGTON City",2020,44751
"19979","va","WASHINGTON County",1997,55869
"20017","va","WASHINGTON County",2001,54865
"20023","va","WASHINGTON County",2002,55075
"20038","va","WASHINGTON County",2003,55899
"20046","va","WASHINGTON County",2004,55455
"20093","va","WASHINGTON County",2009,54049
"20108","va","WASHINGTON County",2010,51597
"20135","va","WASHINGTON County",2013,51958
"2014","va","WASHINGTON County",2014,52457
"20151","va","WASHINGTON County",2015,55037
"20184","va","WASHINGTON County",2018,51426
"20206","va","WASHINGTON County",2020,59164
"199710","va","SCOTT County",1997,47861
"20018","va","SCOTT County",2001,45559
"20024","va","SCOTT County",2002,46518
"20039","va","SCOTT County",2003,47110
"20094","va","SCOTT County",2009,45078
"20109","va","SCOTT County",2010,43936
"20136","va","SCOTT County",2013,47153
"20172","va","SCOTT County",2017,45586
"20191","va","SCOTT County",2019,45830
"20224","va","SCOTT County",2022,44618
"199711","va","SHENANDOAH County",1997,61191
"19988","va","SHENANDOAH County",1998,63850
"19993","va","SHENANDOAH County",1999,64559
"20003","va","SHENANDOAH County",2000,66940
"20019","va","SHENANDOAH County",2001,64414
"20025","va","SHENANDOAH County",2002,64869
"200310","va","SHENANDOAH County",2003,65320
"20047","va","SHENANDOAH County",2004,66278
"20066","va","SHENANDOAH County",2006,67021
"20095","va","SHENANDOAH County",2009,63505
"201010","va","SHENANDOAH County",2010,59821
"20117","va","SHENANDOAH County",2011,60540
"20123","va","SHENANDOAH County",2012,60359
"20152","va","SHENANDOAH County",2015,65137
"20165","va","SHENANDOAH County",2016,63496
"20192","va","SHENANDOAH County",2019,65587
"20212","va","SHENANDOAH County",2021,68573
"199712","va","PULASKI County",1997,56615
"19989","va","PULASKI County",1998,59491
"20004","va","PULASKI County",2000,58442
"200110","va","PULASKI County",2001,55127
"20026","va","PULASKI County",2002,55141
"2007","va","PULASKI County",2007,56194
"20096","va","PULASKI County",2009,53518
"201011","va","PULASKI County",2010,53539
"20118","va","PULASKI County",2011,49599
"20137","va","PULASKI County",2013,53573
"20185","va","PULASKI County",2018,57442
"20193","va","PULASKI County",2019,60035
"20207","va","PULASKI County",2020,55583
"199713","va","ROANOKE County",1997,85152
"199810","va","ROANOKE County",1998,85620
"19994","va","ROANOKE County",1999,83203
"20005","va","ROANOKE County",2000,84751
"200311","va","ROANOKE County",2003,78548
"20048","va","ROANOKE County",2004,79391
"20067","va","ROANOKE County",2006,76457
"20082","va","ROANOKE County",2008,80443
"20097","va","ROANOKE County",2009,75156
"201012","va","ROANOKE County",2010,75036
"20119","va","ROANOKE County",2011,76685
"20138","va","ROANOKE County",2013,70925
"20153","va","ROANOKE County",2015,76046
"20166","va","ROANOKE County",2016,73521
"20173","va","ROANOKE County",2017,74947
"20186","va","ROANOKE County",2018,77669
"20208","va","ROANOKE County",2020,78774
"199714","va","SALEM City",1997,66097
"199811","va","SALEM City",1998,68649
"20049","va","SALEM City",2004,62691
"20068","va","SALEM City",2006,63376
"20139","va","SALEM City",2013,58840
"20154","va","SALEM City",2015,57120
"20187","va","SALEM City",2018,64720
"199715","va","ROANOKE City",1997,48936
"199812","va","ROANOKE City",1998,50764
"19995","va","ROANOKE City",1999,50662
"20006","va","ROANOKE City",2000,51510
"200312","va","ROANOKE City",2003,49176
"20071","va","ROANOKE City",2007,51573
"20098","va","ROANOKE City",2009,46667
"201013","va","ROANOKE City",2010,48732
"201110","va","ROANOKE City",2011,48872
"20188","va","ROANOKE City",2018,48268
"20209","va","ROANOKE City",2020,54244
"20213","va","ROANOKE City",2021,49922
"20231","va","ROANOKE City",2023,51782
"199716","va","BOTETOURT County",1997,80759
"199813","va","BOTETOURT County",1998,83417
"20007","va","BOTETOURT County",2000,83725
"200111","va","BOTETOURT County",2001,81941
"200313","va","BOTETOURT County",2003,81267
"20069","va","BOTETOURT County",2006,83043
"20072","va","BOTETOURT County",2007,81654
"20083","va","BOTETOURT County",2008,82783
"201014","va","BOTETOURT County",2010,82586
"201111","va","BOTETOURT County",2011,78999
"201310","va","BOTETOURT County",2013,75036
"20167","va","BOTETOURT County",2016,80700
"20189","va","BOTETOURT County",2018,81218
"202010","va","BOTETOURT County",2020,77883
"20214","va","BOTETOURT County",2021,77785
"199717","va","CLARKE County",1997,77327
"199814","va","CLARKE County",1998,82815
"19996","va","CLARKE County",1999,83791
"200112","va","CLARKE County",2001,84321
"200314","va","CLARKE County",2003,83892
"200410","va","CLARKE County",2004,85827
"200610","va","CLARKE County",2006,88716
"20168","va","CLARKE County",2016,90569
"20174","va","CLARKE County",2017,87813
"199718","va","BLAND County",1997,57314
"200113","va","BLAND County",2001,50742
"20027","va","BLAND County",2002,51309
"200315","va","BLAND County",2003,51078
"201112","va","BLAND County",2011,52901
"20124","va","BLAND County",2012,53125
"201311","va","BLAND County",2013,51585
"20169","va","BLAND County",2016,52896
"20232","va","BLAND County",2023,57748
"199719","va","SMYTH County",1997,50493
"199815","va","SMYTH County",1998,52691
"20008","va","SMYTH County",2000,51832
"200114","va","SMYTH County",2001,49135
"20028","va","SMYTH County",2002,48869
"200316","va","SMYTH County",2003,49366
"200411","va","SMYTH County",2004,49315
"20051","va","SMYTH County",2005,50058
"20084","va","SMYTH County",2008,44824
"20099","va","SMYTH County",2009,47367
"201015","va","SMYTH County",2010,46068
"201113","va","SMYTH County",2011,44343
"201312","va","SMYTH County",2013,46094
"20141","va","SMYTH County",2014,45776
"20175","va","SMYTH County",2017,48309
"202011","va","SMYTH County",2020,47686
"20215","va","SMYTH County",2021,44418
"20233","va","SMYTH County",2023,52646
"199720","va","HENRY County",1997,54901
"199816","va","HENRY County",1998,56226
"200115","va","HENRY County",2001,50951
"200317","va","HENRY County",2003,48922
"200412","va","HENRY County",2004,48386
"200611","va","HENRY County",2006,48134
"20073","va","HENRY County",2007,49135
"20085","va","HENRY County",2008,44862
"201016","va","HENRY County",2010,42470
"20125","va","HENRY County",2012,42448
"20155","va","HENRY County",2015,44034
"20176","va","HENRY County",2017,47387
"201810","va","HENRY County",2018,41212
"202012","va","HENRY County",2020,45877
"199721","va","FAIRFAX County",1997,126481
"199817","va","FAIRFAX County",1998,128340
"19997","va","FAIRFAX County",1999,132102
"20009","va","FAIRFAX County",2000,139455
"200116","va","FAIRFAX County",2001,134437
"200318","va","FAIRFAX County",2003,128931
"200413","va","FAIRFAX County",2004,126674
"20052","va","FAIRFAX County",2005,137493
"200612","va","FAIRFAX County",2006,141906
"20086","va","FAIRFAX County",2008,143480
"200910","va","FAIRFAX County",2009,136092
"201017","va","FAIRFAX County",2010,133544
"201114","va","FAIRFAX County",2011,133869
"20126","va","FAIRFAX County",2012,132296
"201313","va","FAIRFAX County",2013,136109
"20142","va","FAIRFAX County",2014,133713
"20156","va","FAIRFAX County",2015,135413
"201610","va","FAIRFAX County",2016,136311
"20177","va","FAIRFAX County",2017,135687
"201811","va","FAIRFAX County",2018,137900
"20194","va","FAIRFAX County",2019,141967
"202013","va","FAIRFAX County",2020,145760
"20216","va","FAIRFAX County",2021,140537
"20225","va","FAIRFAX County",2022,147525
"20234","va","FAIRFAX County",2023,141353
"199722","va","WARREN County",1997,70132
"199818","va","WARREN County",1998,73668
"19998","va","WARREN County",1999,71026
"200010","va","WARREN County",2000,73191
"200117","va","WARREN County",2001,71440
"200319","va","WARREN County",2003,72953
"200414","va","WARREN County",2004,74281
"20053","va","WARREN County",2005,70873
"200613","va","WARREN County",2006,76727
"201018","va","WARREN County",2010,72485
"201115","va","WARREN County",2011,71692
"20157","va","WARREN County",2015,69656
"20226","va","WARREN County",2022,81548
"199723","va","FREDERICK County",1997,75730
"199819","va","FREDERICK County",1998,79440
"19999","va","FREDERICK County",1999,79672
"200011","va","FREDERICK County",2000,81752
"200118","va","FREDERICK County",2001,78951
"200320","va","FREDERICK County",2003,82246
"200415","va","FREDERICK County",2004,83177
"200614","va","FREDERICK County",2006,79496
"200911","va","FREDERICK County",2009,80872
"201116","va","FREDERICK County",2011,81916
"20127","va","FREDERICK County",2012,79393
"201314","va","FREDERICK County",2013,83844
"20143","va","FREDERICK County",2014,79237
"201611","va","FREDERICK County",2016,81828
"199724","va","WYTHE County",1997,52252
"199820","va","WYTHE County",1998,54038
"199910","va","WYTHE County",1999,54067
"200012","va","WYTHE County",2000,55051
"200119","va","WYTHE County",2001,51472
"20029","va","WYTHE County",2002,50795
"200321","va","WYTHE County",2003,51889
"200416","va","WYTHE County",2004,53033
"20087","va","WYTHE County",2008,51983
"200912","va","WYTHE County",2009,54433
"201019","va","WYTHE County",2010,48911
"201117","va","WYTHE County",2011,50646
"20128","va","WYTHE County",2012,47781
"201315","va","WYTHE County",2013,50637
"20158","va","WYTHE County",2015,51460
"20178","va","WYTHE County",2017,53814
"201812","va","WYTHE County",2018,52370
"202014","va","WYTHE County",2020,59839
"199725","va","DANVILLE City",1997,47136
"199821","va","DANVILLE City",1998,48282
"200013","va","DANVILLE City",2000,46852
"200210","va","DANVILLE City",2002,43421
"200322","va","DANVILLE City",2003,42248
"20074","va","DANVILLE City",2007,41079
"20088","va","DANVILLE City",2008,41133
"200913","va","DANVILLE City",2009,39190
"201316","va","DANVILLE City",2013,38056
"201813","va","DANVILLE City",2018,40697
"199726","va","PITTSYLVANIA County",1997,57644
"199822","va","PITTSYLVANIA County",1998,59026
"199911","va","PITTSYLVANIA County",1999,58091
"200014","va","PITTSYLVANIA County",2000,59992
"200211","va","PITTSYLVANIA County",2002,55818
"200323","va","PITTSYLVANIA County",2003,56205
"200615","va","PITTSYLVANIA County",2006,55019
"20075","va","PITTSYLVANIA County",2007,53541
"20089","va","PITTSYLVANIA County",2008,51711
"200914","va","PITTSYLVANIA County",2009,52576
"201020","va","PITTSYLVANIA County",2010,53340
"20129","va","PITTSYLVANIA County",2012,52373
"201317","va","PITTSYLVANIA County",2013,49948
"20159","va","PITTSYLVANIA County",2015,50868
"201814","va","PITTSYLVANIA County",2018,50522
"202015","va","PITTSYLVANIA County",2020,54036
"20217","va","PITTSYLVANIA County",2021,54606
"199727","va","CULPEPER County",1997,73557
"199823","va","CULPEPER County",1998,77304
"199912","va","CULPEPER County",1999,74732
"200120","va","CULPEPER County",2001,74580
"200324","va","CULPEPER County",2003,78253
"200616","va","CULPEPER County",2006,80240
"200810","va","CULPEPER County",2008,84752
"201021","va","CULPEPER County",2010,73966
"201118","va","CULPEPER County",2011,74417
"201210","va","CULPEPER County",2012,73915
"201318","va","CULPEPER County",2013,78567
"201510","va","CULPEPER County",2015,76474
"201612","va","CULPEPER County",2016,79087
"201815","va","CULPEPER County",2018,81485
"20218","va","CULPEPER County",2021,86331
"20227","va","CULPEPER County",2022,96173
"199728","va","RAPPAHANNOCK County",1997,71506
"199824","va","RAPPAHANNOCK County",1998,74616
"199913","va","RAPPAHANNOCK County",1999,75937
"200015","va","RAPPAHANNOCK County",2000,79179
"200121","va","RAPPAHANNOCK County",2001,75950
"200212","va","RAPPAHANNOCK County",2002,77846
"200325","va","RAPPAHANNOCK County",2003,78206
"200417","va","RAPPAHANNOCK County",2004,80124
"20054","va","RAPPAHANNOCK County",2005,76205
"201022","va","RAPPAHANNOCK County",2010,74749
"201511","va","RAPPAHANNOCK County",2015,75275
"201613","va","RAPPAHANNOCK County",2016,77028
"201816","va","RAPPAHANNOCK County",2018,80270
"20235","va","RAPPAHANNOCK County",2023,88237
"199729","va","FAUQUIER County",1997,100910
"199825","va","FAUQUIER County",1998,104394
"199914","va","FAUQUIER County",1999,102884
"200122","va","FAUQUIER County",2001,104650
"200326","va","FAUQUIER County",2003,106298
"200418","va","FAUQUIER County",2004,106685
"200617","va","FAUQUIER County",2006,107248
"200915","va","FAUQUIER County",2009,110829
"201023","va","FAUQUIER County",2010,108129
"201119","va","FAUQUIER County",2011,108072
"201211","va","FAUQUIER County",2012,102867
"201319","va","FAUQUIER County",2013,101727
"201512","va","FAUQUIER County",2015,107532
"20179","va","FAUQUIER County",2017,111360
"20228","va","FAUQUIER County",2022,122707
"20236","va","FAUQUIER County",2023,111254
"199730","va","PAGE County",1997,55459
"199826","va","PAGE County",1998,57041
"199915","va","PAGE County",1999,55320
"200123","va","PAGE County",2001,54801
"200327","va","PAGE County",2003,53834
"200419","va","PAGE County",2004,53937
"201320","va","PAGE County",2013,50516
"201710","va","PAGE County",2017,52545
"201817","va","PAGE County",2018,55452
"20229","va","PAGE County",2022,61262
"199731","va","LOUDOUN County",1997,120070
"199827","va","LOUDOUN County",1998,132800
"200016","va","LOUDOUN County",2000,140594
"200124","va","LOUDOUN County",2001,139879
"200213","va","LOUDOUN County",2002,139357
"200328","va","LOUDOUN County",2003,140590
"200420","va","LOUDOUN County",2004,142280
"200618","va","LOUDOUN County",2006,141459
"200811","va","LOUDOUN County",2008,149520
"200916","va","LOUDOUN County",2009,151886
"201024","va","LOUDOUN County",2010,154798
"201120","va","LOUDOUN County",2011,151797
"201212","va","LOUDOUN County",2012,147478
"201321","va","LOUDOUN County",2013,144746
"20144","va","LOUDOUN County",2014,148396
"201513","va","LOUDOUN County",2015,151080
"201711","va","LOUDOUN County",2017,156620
"201818","va","LOUDOUN County",2018,158632
"202016","va","LOUDOUN County",2020,170898
"20237","va","LOUDOUN County",2023,173655
"199828","va","CRAIG County",1998,64530
"200125","va","CRAIG County",2001,61377
"200329","va","CRAIG County",2003,60636
"201121","va","CRAIG County",2011,58152
"20145","va","CRAIG County",2014,56327
"201514","va","CRAIG County",2015,57398
"202017","va","CRAIG County",2020,63045
"199829","va","HIGHLAND County",1998,52092
"199916","va","HIGHLAND County",1999,49519
"200330","va","HIGHLAND County",2003,48702
"200421","va","HIGHLAND County",2004,49607
"200619","va","HIGHLAND County",2006,49020
"201122","va","HIGHLAND County",2011,47353
"199830","va","AUGUSTA County",1998,71953
"199917","va","AUGUSTA County",1999,70456
"200017","va","AUGUSTA County",2000,72089
"200126","va","AUGUSTA County",2001,68638
"200331","va","AUGUSTA County",2003,70877
"200422","va","AUGUSTA County",2004,71029
"20055","va","AUGUSTA County",2005,67455
"200620","va","AUGUSTA County",2006,68117
"201025","va","AUGUSTA County",2010,65694
"201123","va","AUGUSTA County",2011,64816
"201322","va","AUGUSTA County",2013,67446
"201515","va","AUGUSTA County",2015,68240
"201614","va","AUGUSTA County",2016,67005
"201819","va","AUGUSTA County",2018,68428
"202018","va","AUGUSTA County",2020,74468
"20219","va","AUGUSTA County",2021,72705
"199831","va","ALBEMARLE County",1998,86049
"199918","va","ALBEMARLE County",1999,85615
"200018","va","ALBEMARLE County",2000,88417
"200214","va","ALBEMARLE County",2002,83784
"200332","va","ALBEMARLE County",2003,82842
"200423","va","ALBEMARLE County",2004,83228
"200621","va","ALBEMARLE County",2006,82968
"200812","va","ALBEMARLE County",2008,89252
"200917","va","ALBEMARLE County",2009,84680
"201026","va","ALBEMARLE County",2010,80398
"201124","va","ALBEMARLE County",2011,81244
"201213","va","ALBEMARLE County",2012,87808
"201323","va","ALBEMARLE County",2013,86139
"20146","va","ALBEMARLE County",2014,81170
"201516","va","ALBEMARLE County",2015,85552
"201615","va","ALBEMARLE County",2016,86296
"201712","va","ALBEMARLE County",2017,89230
"201820","va","ALBEMARLE County",2018,90843
"202110","va","ALBEMARLE County",2021,96441
"202210","va","ALBEMARLE County",2022,96622
"199832","va","ROCKINGHAM County",1998,69566
"199919","va","ROCKINGHAM County",1999,68688
"200019","va","ROCKINGHAM County",2000,70201
"200127","va","ROCKINGHAM County",2001,68200
"200215","va","ROCKINGHAM County",2002,68162
"200333","va","ROCKINGHAM County",2003,68214
"200424","va","ROCKINGHAM County",2004,68309
"200918","va","ROCKINGHAM County",2009,63793
"201125","va","ROCKINGHAM County",2011,65819
"201214","va","ROCKINGHAM County",2012,63410
"201324","va","ROCKINGHAM County",2013,68432
"201616","va","ROCKINGHAM County",2016,68033
"201713","va","ROCKINGHAM County",2017,68416
"201821","va","ROCKINGHAM County",2018,69354
"202111","va","ROCKINGHAM County",2021,76012
"202211","va","ROCKINGHAM County",2022,74379
"199833","va","FLOYD County",1998,58807
"199920","va","FLOYD County",1999,54726
"200425","va","FLOYD County",2004,54964
"200813","va","FLOYD County",2008,55629
"201027","va","FLOYD County",2010,57444
"201126","va","FLOYD County",2011,50796
"201215","va","FLOYD County",2012,52342
"201325","va","FLOYD County",2013,51232
"20147","va","FLOYD County",2014,52460
"201517","va","FLOYD County",2015,58138
"201617","va","FLOYD County",2016,50351
"201822","va","FLOYD County",2018,54596
"202019","va","FLOYD County",2020,59688
"20238","va","FLOYD County",2023,61164
"199834","va","CARROLL County",1998,51665
"200020","va","CARROLL County",2000,52092
"200334","va","CARROLL County",2003,49686
"20056","va","CARROLL County",2005,47348
"200622","va","CARROLL County",2006,50867
"200814","va","CARROLL County",2008,47772
"200919","va","CARROLL County",2009,45539
"201028","va","CARROLL County",2010,45235
"201127","va","CARROLL County",2011,44312
"201216","va","CARROLL County",2012,40643
"201326","va","CARROLL County",2013,44548
"20148","va","CARROLL County",2014,46554
"201518","va","CARROLL County",2015,51348
"201714","va","CARROLL County",2017,48601
"201823","va","CARROLL County",2018,46914
"202020","va","CARROLL County",2020,53411
"202212","va","CARROLL County",2022,52133
"20239","va","CARROLL County",2023,53694
"199835","va","GILES County",1998,59194
"199921","va","GILES County",1999,58325
"200128","va","GILES County",2001,56284
"200216","va","GILES County",2002,55579
"200335","va","GILES County",2003,55873
"20057","va","GILES County",2005,54870
"200623","va","GILES County",2006,55513
"200920","va","GILES County",2009,52430
"201029","va","GILES County",2010,53005
"201128","va","GILES County",2011,54787
"201327","va","GILES County",2013,53510
"201618","va","GILES County",2016,61100
"201715","va","GILES County",2017,60729
"201824","va","GILES County",2018,57168
"202021","va","GILES County",2020,61581
"199836","va","PATRICK County",1998,53779
"199922","va","PATRICK County",1999,49526
"200021","va","PATRICK County",2000,50082
"200129","va","PATRICK County",2001,47259
"200336","va","PATRICK County",2003,46734
"200426","va","PATRICK County",2004,46214
"20058","va","PATRICK County",2005,46310
"200624","va","PATRICK County",2006,47175
"200815","va","PATRICK County",2008,46353
"200921","va","PATRICK County",2009,43968
"201030","va","PATRICK County",2010,43781
"201217","va","PATRICK County",2012,41934
"201328","va","PATRICK County",2013,42624
"20149","va","PATRICK County",2014,42211
"201519","va","PATRICK County",2015,44832
"201619","va","PATRICK County",2016,45476
"201716","va","PATRICK County",2017,46484
"201825","va","PATRICK County",2018,48434
"20195","va","PATRICK County",2019,48360
"202022","va","PATRICK County",2020,50764
"202112","va","PATRICK County",2021,49311
"202213","va","PATRICK County",2022,50305
"202310","va","PATRICK County",2023,51200
"199837","va","SPOTSYLVANIA County",1998,95638
"199923","va","SPOTSYLVANIA County",1999,94408
"200022","va","SPOTSYLVANIA County",2000,98966
"200337","va","SPOTSYLVANIA County",2003,102041
"200625","va","SPOTSYLVANIA County",2006,102517
"20076","va","SPOTSYLVANIA County",2007,103380
"200922","va","SPOTSYLVANIA County",2009,100560
"201031","va","SPOTSYLVANIA County",2010,94202
"201129","va","SPOTSYLVANIA County",2011,96046
"201218","va","SPOTSYLVANIA County",2012,95850
"201329","va","SPOTSYLVANIA County",2013,89928
"201620","va","SPOTSYLVANIA County",2016,95657
"202023","va","SPOTSYLVANIA County",2020,103729
"199838","va","MONTGOMERY County",1998,64916
"199924","va","MONTGOMERY County",1999,57336
"200023","va","MONTGOMERY County",2000,57107
"200130","va","MONTGOMERY County",2001,54098
"200217","va","MONTGOMERY County",2002,53792
"200338","va","MONTGOMERY County",2003,53981
"200626","va","MONTGOMERY County",2006,55089
"20077","va","MONTGOMERY County",2007,58420
"200923","va","MONTGOMERY County",2009,56904
"201032","va","MONTGOMERY County",2010,55675
"201130","va","MONTGOMERY County",2011,55964
"201330","va","MONTGOMERY County",2013,56610
"201410","va","MONTGOMERY County",2014,52616
"201520","va","MONTGOMERY County",2015,61388
"201826","va","MONTGOMERY County",2018,59368
"202024","va","MONTGOMERY County",2020,68660
"202113","va","MONTGOMERY County",2021,60640
"202311","va","MONTGOMERY County",2023,67620
