"","State","County","Year","Forest","Agriculture","Urban","Suburban","Rural"
"1594","MARYLAND","QUEEN ANNE'S County",2005,25.52,56.064,0.15,5.096,5.345
"1595","MARYLAND","CHARLES County",2005,62.358,14.021,0.289,6.307,7.198
"1596","MARYLAND","KENT County",2005,24.078,59.177,0.118,3.378,3.943
"1597","MARYLAND","WORCESTER County",2005,41.682,24.417,0.561,3.994,3.227
"1598","MARYLAND","WICOMICO County",2005,42.829,32.682,0.604,8.101,5.685
"1599","MARYLAND","DORCHESTER County",2005,33.278,28.273,0.142,3.145,2.251
"1600","MARYLAND","SOMERSET County",2005,40.316,20.416,0.103,3.226,3.092
"1601","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA",2006,7.927,0.089,12.258,56.505,13.525
"1602","VIRGINIA","WYTHE County",2006,53.971,37.437,0.148,2.276,5.085
"1603","VIRGINIA","CAMPBELL County",2006,58.262,24.784,0.194,3.291,6.759
"1604","VIRGINIA","TAZEWELL County",2006,70.492,20.863,0.149,2.443,5.175
"1605","VIRGINIA","CARROLL County",2006,61.52,28.586,0.044,1.267,7.191
"1606","VIRGINIA","CRAIG County",2006,84.428,11.142,0.002,0.353,3.325
"1607","VIRGINIA","PULASKI County",2006,56.354,29.356,0.285,4.143,6.454
"1608","VIRGINIA","ROANOKE County",2006,67.959,9.642,0.491,8.765,12.345
"1609","VIRGINIA","MONTGOMERY County",2006,61.319,23.326,0.391,6.148,7.85
"1610","VIRGINIA","ARLINGTON County",2006,2.906,0,11.117,63.79,21.57
"1611","VIRGINIA","PITTSYLVANIA County",2006,56.418,27.113,0.059,2.185,5.73
"1612","VIRGINIA","HIGHLAND County",2006,79.207,16.716,0.005,0.241,2.417
"1613","VIRGINIA","ROCKBRIDGE County",2006,68.743,23.822,0.063,1.558,4.803
"1614","VIRGINIA","SMYTH County",2006,68.239,24.301,0.151,1.884,4.834
"1615","VIRGINIA","RAPPAHANNOCK County",2006,67.99,27.877,0.003,0.423,3.291
"1616","VIRGINIA","BLAND County",2006,78.159,17.577,0.009,0.645,3.01
"1617","VIRGINIA","GILES County",2006,79.644,13.193,0.095,1.656,4.312
"1618","VIRGINIA","SPOTSYLVANIA County",2006,63.67,12.88,0.302,5.917,8.089
"1619","VIRGINIA","WISE County",2006,75.734,3.695,0.102,3.078,5.232
"1620","VIRGINIA","FREDERICK County",2006,54.236,31.411,0.387,5.79,7.043
"1621","VIRGINIA","SHENANDOAH County",2006,59.853,30.621,0.11,2.969,5.679
"1622","VIRGINIA","PATRICK County",2006,75.323,15.674,0.026,0.79,5.842
"1623","VIRGINIA","NELSON County",2006,77.209,13.646,0.012,0.79,4.686
"1624","VIRGINIA","ALBEMARLE County",2006,65.66,22.812,0.131,2.389,6.841
"1625","VIRGINIA","GREENE County",2006,66.13,24.384,0.05,1.794,6.763
"1626","VIRGINIA","MADISON County",2006,61.576,32.985,0.025,0.692,4.198
"1627","VIRGINIA","PAGE County",2006,66.195,24.27,0.076,2.692,5.556
"1628","VIRGINIA","STAFFORD County",2006,64.292,9.315,0.484,9.182,10.475
"1629","VIRGINIA","ALLEGHANY County",2006,88.504,4.802,0.086,1.72,3.374
"1630","VIRGINIA","WARREN County",2006,62.582,22.343,0.359,4.479,8.474
"1631","VIRGINIA","SCOTT County",2006,73.195,17.708,0.041,1.215,5.086
"1632","VIRGINIA","ROCKINGHAM County",2006,57.228,33.73,0.107,3.13,5.214
"1633","VIRGINIA","APPOMATTOX County",2006,62.428,22.552,0.043,1.325,5.106
"1634","VIRGINIA","LOUDOUN County",2006,34.445,44.679,0.921,10.991,7.896
"1635","VIRGINIA","RUSSELL County",2006,61.988,29.386,0.05,1.7,4.709
"1636","VIRGINIA","DICKENSON County",2006,87.18,2.924,0.009,0.958,4.619
"1637","VIRGINIA","AUGUSTA County",2006,57.148,34.683,0.122,2.541,5.098
"1638","VIRGINIA","ORANGE County",2006,54.964,34.012,0.094,1.508,5.796
"1639","VIRGINIA","BUCHANAN County",2006,90.917,0.554,0.026,1.643,3.567
"1640","VIRGINIA","HENRY County",2006,68.105,12.893,0.422,4.252,8.05
"1641","VIRGINIA","FRANKLIN County",2006,63.67,23.256,0.077,1.706,6.682
"1642","VIRGINIA","SOUTHAMPTON County",2006,57.655,29.33,0.021,1.875,2.731
"1643","VIRGINIA","LEE County",2006,65.917,22.104,0.03,1.714,5.988
"1644","VIRGINIA","BEDFORD County",2006,59.99,26.896,0.076,2.076,6.77
"1645","VIRGINIA","FAUQUIER County",2006,48.13,43.221,0.07,2,5.322
"1646","VIRGINIA","CULPEPER County",2006,46.654,42.211,0.136,2.192,5.459
"1647","VIRGINIA","KING WILLIAM County",2006,62.363,20.96,0.086,1.47,3.53
"1648","VIRGINIA","CLARKE County",2006,37.337,53.691,0.063,2.285,5.536
"1649","VIRGINIA","FAIRFAX County",2006,29.562,2.363,2.801,36.77,25.603
"1650","VIRGINIA","AMHERST County",2006,75.85,14.181,0.062,1.705,5.126
"1651","VIRGINIA","BOTETOURT County",2006,73.902,17.033,0.09,2.091,5.211
"1652","VIRGINIA","BATH County",2006,89.638,6.223,0.01,0.398,2.375
"1653","VIRGINIA","GRAYSON County",2006,65.042,26.551,0.018,0.659,5.317
"1654","VIRGINIA","LOUISA County",2006,65.404,16.882,0.088,1.495,5.723
"1655","VIRGINIA","DINWIDDIE County",2006,66.825,14.337,0.1,2.631,4.328
"1656","VIRGINIA","HALIFAX County",2006,62.66,21.615,0.105,1.61,4.38
"1657","VIRGINIA","KING AND QUEEN County",2006,64.609,17.25,0.009,0.867,3.043
"1658","VIRGINIA","PRINCE WILLIAM County",2006,46.306,16.043,1.244,19.365,13.446
"1659","VIRGINIA","CHESAPEAKE",2006,50.015,21.933,1.652,15.701,5.671
"1660","VIRGINIA","VIRGINIA BEACH",2006,22.087,13.141,2.931,27.091,7.029
"1661","VIRGINIA","NORFOLK",2006,2.725,0.019,18.888,59.404,7.769
"1662","VIRGINIA","CHARLOTTE County",2006,65.07,21.199,0.019,0.993,4.274
"1663","VIRGINIA","FLOYD County",2006,62.355,29.911,0.014,0.697,6.145
"1664","VIRGINIA","BUCKINGHAM County",2006,71.152,13.464,0.01,0.746,4.011
"1665","VIRGINIA","COVINGTON",2006,35.011,5.66,5.385,34.88,14.622
"1666","VIRGINIA","WASHINGTON County",2006,57.041,33.268,0.152,2.439,6.146
"1667","VIRGINIA","SALEM",2006,9.725,2.667,7.992,50.725,28.884
"1668","VIRGINIA","ROANOKE City",2006,9.119,1.899,10.177,52.483,25.76
"1669","VIRGINIA","DANVILLE",2006,31.848,6.319,4.746,33.849,20.258
"1670","VIRGINIA","CHARLOTTESVILLE",2006,6.704,0.228,6.33,53.287,33.086
"1671","VIRGINIA","KING GEORGE County",2006,63.411,17.636,0.167,3.231,5.963
"1672","VIRGINIA","HANOVER County",2006,61.728,20.699,0.407,6.006,7.485
"1673","VIRGINIA","SALEM City",2006,9.725,2.667,7.992,50.725,28.884
"1674","VIRGINIA","PORTSMOUTH",2006,4.275,0.339,10.59,57.359,7.714
"1675","VIRGINIA","LUNENBURG County",2006,65.731,16.059,0.04,1.08,4.212
"1676","VIRGINIA","SUFFOLK",2006,53.14,24.841,0.382,6.226,4.517
"1677","VIRGINIA","ALEXANDRIA",2006,2.035,0,17.802,64.078,14.018
"1678","VIRGINIA","HENRICO County",2006,35.748,9.223,2.413,29.469,16.863
"1679","VIRGINIA","RICHMOND City",2006,8.994,0.058,11.064,53.672,22.311
"1680","VIRGINIA","NORTHAMPTON County",2006,14.362,22.617,0.061,3.044,1.335
"1681","VIRGINIA","MATHEWS County",2006,55.346,9.73,0.043,2.561,4.513
"1682","VIRGINIA","HAMPTON",2006,11.362,0.34,7.097,51.107,11.057
"1683","VIRGINIA","FRANKLIN City",2006,33.679,17.81,2.932,28.914,12.189
"1684","VIRGINIA","WESTMORELAND County",2006,54.108,27.572,0.057,2.782,4.776
"1685","VIRGINIA","LANCASTER County",2006,56.054,20.04,0.072,2.749,6.329
"1686","VIRGINIA","MIDDLESEX County",2006,55.607,21.858,0.087,3.648,4.995
"1687","VIRGINIA","BRUNSWICK County",2006,68.245,11.183,0.026,1.53,3.874
"1688","VIRGINIA","PETERSBURG",2006,29.71,6.114,5.122,41.847,13.7
"1689","VIRGINIA","ESSEX County",2006,59.499,24.843,0.08,1.645,3.41
"1690","VIRGINIA","CAROLINE County",2006,70.131,14.056,0.065,1.933,4.521
"1691","VIRGINIA","ISLE OF WIGHT County",2006,49.45,31.081,0.191,4.084,4.357
"1692","VIRGINIA","EMPORIA",2006,33.214,9.567,4.534,35.7,13.316
"1693","VIRGINIA","COLONIAL HEIGHTS",2006,19.415,0,6.415,57.434,11.002
"1694","VIRGINIA","CHESTERFIELD County",2006,55.893,3.88,1.047,15.943,16.634
"1695","VIRGINIA","NEW KENT County",2006,67.282,9.863,0.064,2.53,5.49
"1696","VIRGINIA","AMELIA County",2006,65.969,20.272,0.026,0.997,4.033
"1697","VIRGINIA","SURRY County",2006,60.588,21.321,0.055,1.122,3.131
"1698","VIRGINIA","WILLIAMSBURG",2006,38.89,0.309,1.909,31.565,24.863
"1699","VIRGINIA","YORK County",2006,47.628,2.257,0.915,15.611,11.92
"1700","VIRGINIA","SUSSEX County",2006,65.978,16.551,0.028,1.764,2.527
"1701","VIRGINIA","POQUOSON",2006,12.197,0.035,0.264,18.429,7.806
"1702","VIRGINIA","MECKLENBURG County",2006,55.424,20.61,0.1,2.269,4.875
"1703","VIRGINIA","MARTINSVILLE",2006,28.966,0.672,5.298,35.307,28.984
"1704","VIRGINIA","NEWPORT NEWS",2006,19.383,0.82,8.468,47.031,13.888
"1705","VIRGINIA","NOTTOWAY County",2006,66.326,17.649,0.211,2.948,5.101
"1706","VIRGINIA","GREENSVILLE County",2006,65.422,18.608,0.046,2.336,2.56
"1707","VIRGINIA","NORTHUMBERLAND County",2006,49.9,26.878,0.038,2.264,5.728
"1708","VIRGINIA","RICHMOND County",2006,59.009,25.329,0.039,1.722,3.657
"1709","VIRGINIA","PRINCE GEORGE County",2006,61.079,14.454,0.215,4.993,4.511
"1710","VIRGINIA","JAMES CITY County",2006,52.129,6.417,0.633,11.077,12.204
"1711","VIRGINIA","GLOUCESTER County",2006,56.223,11.242,0.111,3.516,5.311
"1712","VIRGINIA","WAYNESBORO",2006,21.165,17.47,5.47,37.546,18.089
"1713","VIRGINIA","HARRISONBURG",2006,7.384,14.321,8.558,52.116,17.379
"1714","VIRGINIA","STAUNTON",2006,16.776,29.394,2.567,31.116,19.69
"1715","VIRGINIA","LYNCHBURG",2006,34.776,4.693,3.859,31.073,24.478
"1716","VIRGINIA","FREDERICKSBURG",2006,23.291,3.106,5.822,51.035,14.993
"1717","VIRGINIA","FALLS CHURCH",2006,0.392,0,9.931,56.73,32.947
"1718","VIRGINIA","MANASSAS City",2006,3.14,3.209,8.377,67.616,17.261
"1719","VIRGINIA","MANASSAS PARK",2006,14.851,1.178,4.852,55.915,23.182
"1720","VIRGINIA","FAIRFAX City",2006,3.286,0,8.433,59.3,28.97
"1721","VIRGINIA","BEDFORD City",2006,NA,NA,NA,NA,NA
"1722","VIRGINIA","CHARLES CITY",2006,63.032,14.974,0.038,0.897,2.934
"1723","VIRGINIA","POWHATAN County",2006,71.812,16.192,0.032,1.432,6.237
"1724","VIRGINIA","HOPEWELL",2006,15.847,0.016,9.884,57.191,11.257
"1725","VIRGINIA","ACCOMACK County",2006,28.204,22.418,0.102,3.624,2.439
"1726","VIRGINIA","WINCHESTER",2006,4.777,6.228,11.168,61.739,16
"1727","VIRGINIA","NORTON",2006,61.046,0.31,2.694,22.322,10.665
"1728","VIRGINIA","BRISTOL",2006,17.99,7.788,6.397,44.995,22.098
"1729","VIRGINIA","LEXINGTON",2006,7.338,2.317,2.996,49.581,36.596
"1730","VIRGINIA","CUMBERLAND County",2006,70.828,17.523,0.026,0.796,4.14
"1731","VIRGINIA","BUENA VISTA",2006,41.244,9.285,2.378,31.408,14.154
"1732","VIRGINIA","PRINCE EDWARD County",2006,66.387,18.421,0.093,1.976,5.183
"1733","VIRGINIA","GOOCHLAND County",2006,64.693,18.767,0.05,2.358,6.981
"1734","VIRGINIA","GALAX",2006,27.153,15.667,5.011,24.97,26.904
"1735","VIRGINIA","RADFORD",2006,33.13,8.117,2.486,34.56,17.598
"1736","VIRGINIA","FLUVANNA County",2006,70.633,16.608,0.041,1.209,6.166
"1737","MARYLAND","WASHINGTON County",2006,39.186,41.212,0.737,8.85,7.533
"1738","MARYLAND","FREDERICK County",2006,33.865,48.171,0.544,7.903,8.371
"1739","MARYLAND","BALTIMORE County",2006,35.356,22.577,2.349,21.265,13.758
"1740","MARYLAND","HARFORD County",2006,40.189,30.664,0.789,10.791,11.093
"1741","MARYLAND","CECIL County",2006,37.225,37.537,0.445,6.638,8.231
"1742","MARYLAND","MONTGOMERY County",2006,29.666,23.99,1.477,22.518,19.9
"1743","MARYLAND","HOWARD County",2006,32.218,27.045,1.575,20.017,18.219
"1744","MARYLAND","BALTIMORE CITY",2006,4.159,0.087,25.452,54.552,9.847
"1745","MARYLAND","CARROLL County",2006,27.912,51.893,0.343,8.063,10.675
"1746","MARYLAND","PRINCE GEORGE'S County",2006,38.803,10.08,2.41,28.924,13.727
"1747","MARYLAND","ANNE ARUNDEL County",2006,38.641,9.715,2.05,24.735,14.427
"1748","MARYLAND","GARRETT County",2006,71.569,16.996,0.038,1.743,4.751
"1749","MARYLAND","ALLEGANY County",2006,76.851,9.015,0.429,4.942,5.866
"1750","MARYLAND","CALVERT County",2006,54.466,12.504,0.245,6.586,11.537
"1751","MARYLAND","ST. MARY'S County",2006,49.449,20.578,0.468,6.473,7.495
"1752","MARYLAND","TALBOT County",2006,23.632,48.369,0.215,5.382,5.099
"1753","MARYLAND","CAROLINE County",2006,31.158,56.54,0.12,4.696,4.19
"1754","MARYLAND","QUEEN ANNE'S County",2006,25.537,55.908,0.16,5.213,5.377
"1755","MARYLAND","CHARLES County",2006,62.248,13.933,0.299,6.529,7.205
"1756","MARYLAND","KENT County",2006,24.096,59.095,0.12,3.449,3.947
"1757","MARYLAND","WORCESTER County",2006,41.706,24.303,0.57,4.122,3.211
"1758","MARYLAND","WICOMICO County",2006,42.902,32.46,0.616,8.318,5.679
"1759","MARYLAND","DORCHESTER County",2006,33.3,28.217,0.145,3.199,2.246
"1760","MARYLAND","SOMERSET County",2006,40.363,20.357,0.107,3.286,3.079
"1761","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA",2007,7.911,0.088,12.311,56.575,13.437
"1762","VIRGINIA","WYTHE County",2007,53.967,37.356,0.155,2.317,5.117
"1763","VIRGINIA","CAMPBELL County",2007,57.382,24.777,0.197,3.348,6.797
"1764","VIRGINIA","TAZEWELL County",2007,70.318,20.84,0.152,2.464,5.199
"1765","VIRGINIA","CARROLL County",2007,61.333,28.561,0.044,1.293,7.223
"1766","VIRGINIA","CRAIG County",2007,84.216,11.137,0.002,0.365,3.335
"1767","VIRGINIA","PULASKI County",2007,56.309,29.261,0.299,4.204,6.488
"1768","VIRGINIA","ROANOKE County",2007,67.611,9.551,0.494,8.903,12.359
"1769","VIRGINIA","MONTGOMERY County",2007,61.259,23.178,0.395,6.32,7.866
"1770","VIRGINIA","ARLINGTON County",2007,2.907,0,11.133,63.856,21.49
"1771","VIRGINIA","PITTSYLVANIA County",2007,55.988,27.112,0.062,2.22,5.766
"1772","VIRGINIA","HIGHLAND County",2007,79.219,16.703,0.005,0.243,2.43
"1773","VIRGINIA","ROCKBRIDGE County",2007,68.689,23.779,0.064,1.579,4.839
"1774","VIRGINIA","SMYTH County",2007,68.206,24.27,0.152,1.897,4.859
"1775","VIRGINIA","RAPPAHANNOCK County",2007,67.947,27.882,0.003,0.427,3.313
"1776","VIRGINIA","BLAND County",2007,78.116,17.568,0.009,0.652,3.018
"1777","VIRGINIA","GILES County",2007,79.632,13.178,0.095,1.669,4.327
"1778","VIRGINIA","SPOTSYLVANIA County",2007,63.688,12.814,0.338,6.074,8.126
"1779","VIRGINIA","WISE County",2007,75.032,3.691,0.102,3.095,5.267
"1780","VIRGINIA","FREDERICK County",2007,54.111,31.234,0.406,6.013,7.053
"1781","VIRGINIA","SHENANDOAH County",2007,59.85,30.566,0.115,3.015,5.699
"1782","VIRGINIA","PATRICK County",2007,75.147,15.658,0.026,0.806,5.867
"1783","VIRGINIA","NELSON County",2007,77.456,13.612,0.012,0.801,4.716
"1784","VIRGINIA","ALBEMARLE County",2007,65.577,22.798,0.132,2.433,6.877
"1785","VIRGINIA","GREENE County",2007,65.946,24.29,0.052,1.866,6.841
"1786","VIRGINIA","MADISON County",2007,61.536,32.982,0.025,0.7,4.221
"1787","VIRGINIA","PAGE County",2007,66.212,24.231,0.076,2.713,5.586
"1788","VIRGINIA","STAFFORD County",2007,64.122,9.234,0.508,9.411,10.542
"1789","VIRGINIA","ALLEGHANY County",2007,88.457,4.798,0.086,1.723,3.383
"1790","VIRGINIA","WARREN County",2007,62.532,22.259,0.407,4.553,8.508
"1791","VIRGINIA","SCOTT County",2007,73.07,17.704,0.041,1.224,5.121
"1792","VIRGINIA","ROCKINGHAM County",2007,57.202,33.631,0.118,3.207,5.24
"1793","VIRGINIA","APPOMATTOX County",2007,62.041,22.578,0.044,1.342,5.135
"1794","VIRGINIA","LOUDOUN County",2007,34.161,44.195,0.982,11.666,7.913
"1795","VIRGINIA","RUSSELL County",2007,61.8,29.364,0.051,1.721,4.756
"1796","VIRGINIA","DICKENSON County",2007,86.802,2.946,0.01,0.97,4.647
"1797","VIRGINIA","AUGUSTA County",2007,57.1,34.629,0.124,2.575,5.132
"1798","VIRGINIA","ORANGE County",2007,54.857,33.967,0.098,1.561,5.831
"1799","VIRGINIA","BUCHANAN County",2007,90.647,0.56,0.026,1.659,3.603
"1800","VIRGINIA","HENRY County",2007,67.598,12.863,0.424,4.272,8.079
"1801","VIRGINIA","FRANKLIN County",2007,63.419,23.237,0.078,1.745,6.724
"1802","VIRGINIA","SOUTHAMPTON County",2007,57.401,29.276,0.023,1.903,2.726
"1803","VIRGINIA","LEE County",2007,65.744,22.089,0.03,1.724,6.029
"1804","VIRGINIA","BEDFORD County",2007,59.825,26.85,0.077,2.12,6.829
"1805","VIRGINIA","FAUQUIER County",2007,48.103,43.146,0.074,2.047,5.368
"1806","VIRGINIA","CULPEPER County",2007,46.626,42.128,0.142,2.265,5.484
"1807","VIRGINIA","KING WILLIAM County",2007,62.073,20.98,0.089,1.542,3.557
"1808","VIRGINIA","CLARKE County",2007,37.319,53.64,0.065,2.329,5.559
"1809","VIRGINIA","FAIRFAX County",2007,29.476,2.276,2.846,36.981,25.539
"1810","VIRGINIA","AMHERST County",2007,75.77,14.161,0.062,1.721,5.158
"1811","VIRGINIA","BOTETOURT County",2007,73.833,16.964,0.092,2.12,5.272
"1812","VIRGINIA","BATH County",2007,89.623,6.215,0.01,0.392,2.391
"1813","VIRGINIA","GRAYSON County",2007,65.023,26.487,0.018,0.666,5.353
"1814","VIRGINIA","LOUISA County",2007,65.548,16.89,0.09,1.568,5.763
"1815","VIRGINIA","DINWIDDIE County",2007,66.833,14.297,0.103,2.679,4.329
"1816","VIRGINIA","HALIFAX County",2007,62.336,21.597,0.106,1.621,4.401
"1817","VIRGINIA","KING AND QUEEN County",2007,64.443,17.224,0.01,0.879,3.057
"1818","VIRGINIA","PRINCE WILLIAM County",2007,45.999,15.801,1.344,19.84,13.453
"1819","VIRGINIA","CHESAPEAKE",2007,49.937,21.749,1.682,15.97,5.591
"1820","VIRGINIA","VIRGINIA BEACH",2007,22.044,12.97,3,27.297,6.985
"1821","VIRGINIA","NORFOLK",2007,2.721,0.019,18.96,59.384,7.73
"1822","VIRGINIA","CHARLOTTE County",2007,64.546,21.235,0.023,1.008,4.274
"1823","VIRGINIA","FLOYD County",2007,62.207,29.899,0.014,0.718,6.166
"1824","VIRGINIA","BUCKINGHAM County",2007,70.446,13.496,0.01,0.758,4.02
"1825","VIRGINIA","COVINGTON",2007,34.838,5.612,5.397,34.856,14.67
"1826","VIRGINIA","WASHINGTON County",2007,56.917,33.201,0.164,2.468,6.203
"1827","VIRGINIA","SALEM",2007,9.636,2.454,8.022,51.064,28.802
"1828","VIRGINIA","ROANOKE City",2007,9.096,1.777,10.217,52.644,25.708
"1829","VIRGINIA","DANVILLE",2007,31.215,6.231,4.768,34.085,20.223
"1830","VIRGINIA","CHARLOTTESVILLE",2007,6.605,0.228,6.34,53.529,32.96
"1831","VIRGINIA","KING GEORGE County",2007,63.465,17.514,0.175,3.346,6.024
"1832","VIRGINIA","HANOVER County",2007,61.327,20.627,0.417,6.109,7.591
"1833","VIRGINIA","SALEM City",2007,9.636,2.454,8.022,51.064,28.802
"1834","VIRGINIA","PORTSMOUTH",2007,4.267,0.34,11.243,56.925,7.582
"1835","VIRGINIA","LUNENBURG County",2007,65.271,16.027,0.04,1.086,4.209
"1836","VIRGINIA","SUFFOLK",2007,53.019,24.685,0.398,6.421,4.507
"1837","VIRGINIA","ALEXANDRIA",2007,2.035,0,17.884,64.098,13.947
"1838","VIRGINIA","HENRICO County",2007,35.576,9.083,2.468,29.826,16.891
"1839","VIRGINIA","RICHMOND City",2007,8.919,0.053,11.109,53.479,22.592
"1840","VIRGINIA","NORTHAMPTON County",2007,14.383,22.562,0.061,3.091,1.332
"1841","VIRGINIA","MATHEWS County",2007,55.388,9.636,0.043,2.61,4.554
"1842","VIRGINIA","HAMPTON",2007,11.298,0.293,7.213,51.229,10.96
"1843","VIRGINIA","FRANKLIN City",2007,33.167,17.335,3.156,29.585,12.087
"1844","VIRGINIA","WESTMORELAND County",2007,54.013,27.512,0.06,2.836,4.798
"1845","VIRGINIA","LANCASTER County",2007,56.206,19.915,0.085,2.875,6.347
"1846","VIRGINIA","MIDDLESEX County",2007,55.46,21.783,0.091,3.764,5.011
"1847","VIRGINIA","BRUNSWICK County",2007,68.583,11.128,0.027,1.555,3.867
"1848","VIRGINIA","PETERSBURG",2007,29.366,5.94,5.248,41.624,14.307
"1849","VIRGINIA","ESSEX County",2007,59.691,24.797,0.081,1.698,3.433
"1850","VIRGINIA","CAROLINE County",2007,70.038,14.025,0.069,1.997,4.537
"1851","VIRGINIA","ISLE OF WIGHT County",2007,49.419,30.998,0.194,4.187,4.352
"1852","VIRGINIA","EMPORIA",2007,33.327,9.343,4.585,35.97,13.24
"1853","VIRGINIA","COLONIAL HEIGHTS",2007,19.45,0,6.467,56.743,11.693
"1854","VIRGINIA","CHESTERFIELD County",2007,55.77,3.803,1.081,16.336,16.706
"1855","VIRGINIA","NEW KENT County",2007,67.047,9.821,0.071,2.739,5.582
"1856","VIRGINIA","AMELIA County",2007,65.653,20.282,0.027,1.015,4.06
"1857","VIRGINIA","SURRY County",2007,60.53,21.291,0.056,1.145,3.126
"1858","VIRGINIA","WILLIAMSBURG",2007,38.797,0.309,1.964,32.121,24.352
"1859","VIRGINIA","YORK County",2007,47.452,2.216,0.946,15.9,11.945
"1860","VIRGINIA","SUSSEX County",2007,65.918,16.485,0.028,1.788,2.516
"1861","VIRGINIA","POQUOSON",2007,12.038,0.03,0.271,18.767,7.682
"1862","VIRGINIA","MECKLENBURG County",2007,55.224,20.564,0.103,2.299,4.897
"1863","VIRGINIA","MARTINSVILLE",2007,28.959,0.641,5.319,35.356,28.966
"1864","VIRGINIA","NEWPORT NEWS",2007,19.251,0.808,8.525,47.321,13.773
"1865","VIRGINIA","NOTTOWAY County",2007,65.689,17.666,0.213,2.975,5.109
"1866","VIRGINIA","GREENSVILLE County",2007,65.429,18.516,0.05,2.37,2.562
"1867","VIRGINIA","NORTHUMBERLAND County",2007,49.798,26.783,0.038,2.366,5.758
"1868","VIRGINIA","RICHMOND County",2007,59.177,25.291,0.039,1.743,3.672
"1869","VIRGINIA","PRINCE GEORGE County",2007,60.839,14.375,0.229,5.062,4.542
"1870","VIRGINIA","JAMES CITY County",2007,51.878,6.287,0.689,11.459,12.155
"1871","VIRGINIA","GLOUCESTER County",2007,56.244,11.199,0.113,3.621,5.35
"1872","VIRGINIA","WAYNESBORO",2007,21.162,16.661,5.544,38.313,18.091
"1873","VIRGINIA","HARRISONBURG",2007,7.16,13.374,8.69,53.325,17.273
"1874","VIRGINIA","STAUNTON",2007,16.613,28.985,2.576,31.532,19.705
"1875","VIRGINIA","LYNCHBURG",2007,34.314,4.311,3.893,31.542,24.621
"1876","VIRGINIA","FREDERICKSBURG",2007,22.477,2.522,5.913,51.856,15.191
"1877","VIRGINIA","FALLS CHURCH",2007,0.392,0,9.948,56.877,32.783
"1878","VIRGINIA","MANASSAS City",2007,3.14,2.979,8.703,67.915,17.004
"1879","VIRGINIA","MANASSAS PARK",2007,14.818,1.123,4.972,56.286,22.767
"1880","VIRGINIA","FAIRFAX City",2007,3.259,0,8.553,59.056,29.127
"1881","VIRGINIA","BEDFORD City",2007,NA,NA,NA,NA,NA
"1882","VIRGINIA","CHARLES CITY",2007,62.509,15.019,0.039,0.92,2.953
"1883","VIRGINIA","POWHATAN County",2007,71.677,16.14,0.037,1.506,6.299
"1884","VIRGINIA","HOPEWELL",2007,15.749,0.016,9.9,57.002,11.569
"1885","VIRGINIA","ACCOMACK County",2007,28.21,22.358,0.104,3.675,2.442
"1886","VIRGINIA","WINCHESTER",2007,4.673,5.938,11.298,62.493,15.54
"1887","VIRGINIA","NORTON",2007,61.06,0.31,2.699,22.416,10.62
"1888","VIRGINIA","BRISTOL",2007,17.996,7.639,6.415,45.144,22.088
"1889","VIRGINIA","LEXINGTON",2007,7.404,2.291,2.996,49.714,36.476
"1890","VIRGINIA","CUMBERLAND County",2007,70.612,17.516,0.027,0.809,4.151
"1891","VIRGINIA","BUENA VISTA",2007,40.955,8.774,2.383,31.666,14.711
"1892","VIRGINIA","PRINCE EDWARD County",2007,65.812,18.45,0.094,2.004,5.199
"1893","VIRGINIA","GOOCHLAND County",2007,64.551,18.739,0.054,2.44,7.031
