"","State","County","Year","Forest","Agriculture","Urban","Suburban","Rural"
"2161","VIRGINIA","MATHEWS County",2009,55.366,9.505,0.044,2.694,4.614
"2162","VIRGINIA","HAMPTON",2009,11.164,0.27,7.336,51.286,10.986
"2163","VIRGINIA","FRANKLIN City",2009,33.22,17.12,3.233,30.238,12.067
"2164","VIRGINIA","WESTMORELAND County",2009,54.015,27.427,0.061,2.921,4.829
"2165","VIRGINIA","LANCASTER County",2009,56.822,19.766,0.091,2.971,6.462
"2166","VIRGINIA","MIDDLESEX County",2009,55.567,21.699,0.095,3.876,5.08
"2167","VIRGINIA","BRUNSWICK County",2009,69.308,11.101,0.029,1.599,3.839
"2168","VIRGINIA","PETERSBURG",2009,28.871,5.738,5.441,42.396,14.34
"2169","VIRGINIA","ESSEX County",2009,59.383,24.785,0.082,1.777,3.461
"2170","VIRGINIA","CAROLINE County",2009,70.02,14.01,0.08,2.092,4.565
"2171","VIRGINIA","ISLE OF WIGHT County",2009,49.854,30.869,0.203,4.299,4.405
"2172","VIRGINIA","EMPORIA",2009,33.036,9.037,4.829,36.434,13.327
"2173","VIRGINIA","COLONIAL HEIGHTS",2009,19.437,0,6.528,56.6,11.832
"2174","VIRGINIA","CHESTERFIELD County",2009,55.209,3.709,1.157,16.972,16.665
"2175","VIRGINIA","NEW KENT County",2009,66.809,9.804,0.074,2.987,5.639
"2176","VIRGINIA","AMELIA County",2009,65.911,20.338,0.028,1.048,4.084
"2177","VIRGINIA","SURRY County",2009,61.042,21.243,0.057,1.192,3.111
"2178","VIRGINIA","WILLIAMSBURG",2009,38.431,0.183,2.255,32.475,24.252
"2179","VIRGINIA","YORK County",2009,47.215,2.116,0.998,16.331,11.831
"2180","VIRGINIA","SUSSEX County",2009,66.589,16.404,0.028,1.82,2.499
"2181","VIRGINIA","POQUOSON",2009,11.955,0.028,0.293,19.066,7.49
"2182","VIRGINIA","MECKLENBURG County",2009,55.517,20.523,0.105,2.354,4.903
"2183","VIRGINIA","MARTINSVILLE",2009,28.91,0.635,5.363,35.421,28.882
"2184","VIRGINIA","NEWPORT NEWS",2009,19.1,0.793,8.706,47.598,13.585
"2185","VIRGINIA","NOTTOWAY County",2009,65.172,17.691,0.215,3.014,5.115
"2186","VIRGINIA","GREENSVILLE County",2009,65.511,18.421,0.059,2.407,2.554
"2187","VIRGINIA","NORTHUMBERLAND County",2009,49.984,26.625,0.041,2.476,5.831
"2188","VIRGINIA","RICHMOND County",2009,59.406,25.267,0.038,1.801,3.716
"2189","VIRGINIA","PRINCE GEORGE County",2009,61.098,14.219,0.291,5.384,4.555
"2190","VIRGINIA","JAMES CITY County",2009,51.413,6.052,0.744,11.927,12.22
"2191","VIRGINIA","GLOUCESTER County",2009,56.953,11.114,0.117,3.735,5.404
"2192","VIRGINIA","WAYNESBORO",2009,21.185,16.223,5.651,38.757,18.016
"2193","VIRGINIA","HARRISONBURG",2009,6.496,12.512,8.892,54.896,17.035
"2194","VIRGINIA","STAUNTON",2009,16.58,28.691,2.598,31.926,19.659
"2195","VIRGINIA","LYNCHBURG",2009,33.951,4.151,3.97,32.057,24.494
"2196","VIRGINIA","FREDERICKSBURG",2009,22.409,1.937,6.153,52.723,14.886
"2197","VIRGINIA","FALLS CHURCH",2009,0.392,0,9.948,57.236,32.424
"2198","VIRGINIA","MANASSAS City",2009,3.075,2.8,9.193,68.069,16.461
"2199","VIRGINIA","MANASSAS PARK",2009,14.688,1.058,5.463,56.133,22.647
"2200","VIRGINIA","FAIRFAX City",2009,3.248,0,8.58,59.343,28.83
"2201","VIRGINIA","BEDFORD City",2009,NA,NA,NA,NA,NA
"2202","VIRGINIA","CHARLES CITY",2009,61.887,15.023,0.04,0.959,2.967
"2203","VIRGINIA","POWHATAN County",2009,71.508,16.104,0.044,1.613,6.354
"2204","VIRGINIA","HOPEWELL",2009,15.506,0.013,9.934,57.285,11.531
"2205","VIRGINIA","ACCOMACK County",2009,28.255,22.268,0.106,3.733,2.466
"2206","VIRGINIA","WINCHESTER",2009,4.647,5.719,11.52,62.656,15.399
"2207","VIRGINIA","NORTON",2009,61.006,0.31,2.721,22.636,10.584
"2208","VIRGINIA","BRISTOL",2009,18.043,7.397,6.347,45.296,22.273
"2209","VIRGINIA","LEXINGTON",2009,7.418,2.117,2.996,50.273,36.13
"2210","VIRGINIA","CUMBERLAND County",2009,70.151,17.507,0.027,0.836,4.164
"2211","VIRGINIA","BUENA VISTA",2009,40.269,8.124,2.429,32.042,15.32
"2212","VIRGINIA","PRINCE EDWARD County",2009,65.31,18.434,0.098,2.058,5.199
"2213","VIRGINIA","GOOCHLAND County",2009,64.504,18.708,0.059,2.527,7.068
"2214","VIRGINIA","GALAX",2009,26.757,14.838,5.052,25.187,27.394
"2215","VIRGINIA","RADFORD",2009,32.808,8.001,2.544,34.99,17.503
"2216","VIRGINIA","FLUVANNA County",2009,69.86,16.557,0.05,1.363,6.187
"2217","MARYLAND","WASHINGTON County",2009,39.115,40.79,0.792,9.139,7.67
"2218","MARYLAND","FREDERICK County",2009,33.831,47.662,0.587,8.216,8.549
"2219","MARYLAND","BALTIMORE County",2009,35.22,22.21,2.396,21.554,13.928
"2220","MARYLAND","HARFORD County",2009,40.125,30.203,0.837,11.141,11.285
"2221","MARYLAND","CECIL County",2009,37.109,37.138,0.473,6.915,8.468
"2222","MARYLAND","MONTGOMERY County",2009,29.542,23.551,1.509,22.904,20.049
"2223","MARYLAND","HOWARD County",2009,32,26.152,1.689,20.631,18.604
"2224","MARYLAND","BALTIMORE CITY",2009,4.132,0.087,25.533,54.583,9.814
"2225","MARYLAND","CARROLL County",2009,27.893,51.298,0.357,8.32,11.016
"2226","MARYLAND","PRINCE GEORGE'S County",2009,38.239,9.589,2.508,29.861,13.715
"2227","MARYLAND","ANNE ARUNDEL County",2009,38.419,9.542,2.143,25.176,14.421
"2228","MARYLAND","GARRETT County",2009,71.122,16.931,0.047,1.858,4.799
"2229","MARYLAND","ALLEGANY County",2009,76.528,8.967,0.44,5.008,5.892
"2230","MARYLAND","CALVERT County",2009,54.314,12.209,0.293,6.945,11.773
"2231","MARYLAND","ST. MARY'S County",2009,49.45,20.271,0.479,6.868,7.73
"2232","MARYLAND","TALBOT County",2009,23.687,47.873,0.233,5.621,5.273
"2233","MARYLAND","CAROLINE County",2009,31.262,56.25,0.132,4.931,4.225
"2234","MARYLAND","QUEEN ANNE'S County",2009,25.552,55.499,0.178,5.47,5.486
"2235","MARYLAND","CHARLES County",2009,61.987,13.751,0.333,6.929,7.314
"2236","MARYLAND","KENT County",2009,24.135,58.9,0.125,3.558,4.031
"2237","MARYLAND","WORCESTER County",2009,41.986,24.032,0.585,4.3,3.245
"2238","MARYLAND","WICOMICO County",2009,43.425,31.95,0.643,8.754,5.683
"2239","MARYLAND","DORCHESTER County",2009,33.239,28.025,0.151,3.345,2.235
"2240","MARYLAND","SOMERSET County",2009,40.701,20.174,0.117,3.405,3.092
"2241","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA",2010,7.883,0.086,12.426,56.757,13.205
"2242","VIRGINIA","WYTHE County",2010,53.671,37.233,0.16,2.366,5.19
"2243","VIRGINIA","CAMPBELL County",2010,55.635,24.789,0.204,3.479,6.84
"2244","VIRGINIA","TAZEWELL County",2010,70.007,20.766,0.153,2.492,5.28
"2245","VIRGINIA","CARROLL County",2010,60.95,28.393,0.047,1.381,7.323
"2246","VIRGINIA","CRAIG County",2010,83.973,11.12,0.002,0.379,3.352
"2247","VIRGINIA","PULASKI County",2010,56.223,29.124,0.307,4.282,6.575
"2248","VIRGINIA","ROANOKE County",2010,67.179,9.269,0.519,9.19,12.48
"2249","VIRGINIA","MONTGOMERY County",2010,61,22.978,0.407,6.492,7.947
"2250","VIRGINIA","ARLINGTON County",2010,2.913,0,11.168,63.998,21.321
"2251","VIRGINIA","PITTSYLVANIA County",2010,55.337,27.103,0.067,2.301,5.792
"2252","VIRGINIA","HIGHLAND County",2010,79.093,16.685,0.005,0.248,2.457
"2253","VIRGINIA","ROCKBRIDGE County",2010,68.622,23.696,0.064,1.621,4.916
"2254","VIRGINIA","SMYTH County",2010,68.045,24.193,0.156,1.922,4.928
"2255","VIRGINIA","RAPPAHANNOCK County",2010,67.813,27.85,0.003,0.435,3.357
"2256","VIRGINIA","BLAND County",2010,78.074,17.534,0.01,0.669,3.04
"2257","VIRGINIA","GILES County",2010,79.435,13.131,0.098,1.708,4.375
"2258","VIRGINIA","SPOTSYLVANIA County",2010,63.927,12.687,0.364,6.341,8.193
"2259","VIRGINIA","WISE County",2010,73.548,3.645,0.111,3.134,5.363
"2260","VIRGINIA","FREDERICK County",2010,53.68,30.978,0.462,6.24,7.18
"2261","VIRGINIA","SHENANDOAH County",2010,59.713,30.446,0.122,3.094,5.773
"2262","VIRGINIA","PATRICK County",2010,74.741,15.59,0.027,0.835,5.91
"2263","VIRGINIA","NELSON County",2010,77.494,13.583,0.013,0.832,4.746
"2264","VIRGINIA","ALBEMARLE County",2010,65.286,22.687,0.14,2.541,6.948
"2265","VIRGINIA","GREENE County",2010,65.597,24.1,0.076,2.004,6.991
"2266","VIRGINIA","MADISON County",2010,61.465,32.917,0.026,0.718,4.297
"2267","VIRGINIA","PAGE County",2010,66.104,24.136,0.082,2.768,5.653
"2268","VIRGINIA","STAFFORD County",2010,63.701,9.076,0.562,9.849,10.642
"2269","VIRGINIA","ALLEGHANY County",2010,88.286,4.778,0.087,1.741,3.402
"2270","VIRGINIA","WARREN County",2010,62.391,22.097,0.419,4.666,8.682
"2271","VIRGINIA","SCOTT County",2010,72.898,17.667,0.042,1.247,5.2
"2272","VIRGINIA","ROCKINGHAM County",2010,56.982,33.444,0.129,3.343,5.332
"2273","VIRGINIA","APPOMATTOX County",2010,61.88,22.586,0.048,1.414,5.167
"2274","VIRGINIA","LOUDOUN County",2010,33.764,43.346,1.124,12.52,8.142
"2275","VIRGINIA","RUSSELL County",2010,61.494,29.276,0.052,1.761,4.867
"2276","VIRGINIA","DICKENSON County",2010,85.988,2.949,0.012,1.001,4.737
"2277","VIRGINIA","AUGUSTA County",2010,56.976,34.499,0.133,2.644,5.23
"2278","VIRGINIA","ORANGE County",2010,54.854,33.894,0.108,1.661,5.881
"2279","VIRGINIA","BUCHANAN County",2010,90.001,0.573,0.027,1.689,3.677
"2280","VIRGINIA","HENRY County",2010,66.915,12.755,0.433,4.344,8.112
"2281","VIRGINIA","FRANKLIN County",2010,62.876,23.185,0.081,1.835,6.795
"2282","VIRGINIA","SOUTHAMPTON County",2010,58.044,29.205,0.024,1.957,2.728
"2283","VIRGINIA","LEE County",2010,65.829,22.044,0.032,1.738,6.136
"2284","VIRGINIA","BEDFORD County",2010,59.563,26.727,0.084,2.242,6.936
"2285","VIRGINIA","FAUQUIER County",2010,47.825,42.992,0.08,2.147,5.483
"2286","VIRGINIA","CULPEPER County",2010,46.789,41.976,0.159,2.384,5.585
"2287","VIRGINIA","KING WILLIAM County",2010,61.4,20.997,0.091,1.664,3.566
"2288","VIRGINIA","CLARKE County",2010,37.271,53.54,0.067,2.39,5.646
"2289","VIRGINIA","FAIRFAX County",2010,29.26,2.13,2.937,37.51,25.334
"2290","VIRGINIA","AMHERST County",2010,75.649,14.105,0.065,1.767,5.215
"2291","VIRGINIA","BOTETOURT County",2010,73.659,16.835,0.097,2.193,5.364
"2292","VIRGINIA","BATH County",2010,89.337,6.202,0.01,0.394,2.414
"2293","VIRGINIA","GRAYSON County",2010,65.001,26.308,0.021,0.696,5.433
"2294","VIRGINIA","LOUISA County",2010,65.977,16.897,0.1,1.704,5.82
"2295","VIRGINIA","DINWIDDIE County",2010,65.927,14.257,0.111,2.789,4.32
"2296","VIRGINIA","HALIFAX County",2010,61.941,21.516,0.108,1.665,4.42
"2297","VIRGINIA","KING AND QUEEN County",2010,64.652,17.3,0.01,0.923,3.076
"2298","VIRGINIA","PRINCE WILLIAM County",2010,45.704,15.376,1.417,20.391,13.559
"2299","VIRGINIA","CHESAPEAKE",2010,49.488,21.382,1.729,16.362,5.626
"2300","VIRGINIA","VIRGINIA BEACH",2010,22.006,12.686,3.093,27.559,7.005
"2301","VIRGINIA","NORFOLK",2010,2.714,0.019,19.21,59.3,7.634
"2302","VIRGINIA","CHARLOTTE County",2010,63.489,21.301,0.024,1.048,4.266
"2303","VIRGINIA","FLOYD County",2010,62.079,29.81,0.014,0.752,6.231
"2304","VIRGINIA","BUCKINGHAM County",2010,67.663,13.545,0.015,0.818,3.976
"2305","VIRGINIA","COVINGTON",2010,37.196,5.32,5.511,35.369,14.676
"2306","VIRGINIA","WASHINGTON County",2010,56.76,33.016,0.173,2.54,6.347
"2307","VIRGINIA","SALEM",2010,9.477,2.117,8.221,51.497,28.547
"2308","VIRGINIA","ROANOKE City",2010,9.027,1.568,10.353,52.91,25.593
"2309","VIRGINIA","DANVILLE",2010,30.79,6.055,4.936,34.283,20.182
"2310","VIRGINIA","CHARLOTTESVILLE",2010,6.651,0.218,6.489,53.718,32.669
"2311","VIRGINIA","KING GEORGE County",2010,63.399,17.317,0.2,3.565,6.131
"2312","VIRGINIA","HANOVER County",2010,60.064,20.491,0.442,6.343,7.677
"2313","VIRGINIA","SALEM City",2010,9.477,2.117,8.221,51.497,28.547
"2314","VIRGINIA","PORTSMOUTH",2010,4.225,0.591,11.439,56.96,7.364
"2315","VIRGINIA","LUNENBURG County",2010,65.996,16.019,0.039,1.114,4.197
"2316","VIRGINIA","SUFFOLK",2010,52.993,24.379,0.431,6.682,4.56
"2317","VIRGINIA","ALEXANDRIA",2010,2.002,0,18.104,64.111,13.767
"2318","VIRGINIA","HENRICO County",2010,35.589,8.848,2.622,30.401,16.821
"2319","VIRGINIA","RICHMOND City",2010,8.853,0.043,11.203,53.571,22.549
"2320","VIRGINIA","NORTHAMPTON County",2010,14.445,22.418,0.062,3.176,1.363
"2321","VIRGINIA","MATHEWS County",2010,55.538,9.45,0.045,2.721,4.655
"2322","VIRGINIA","HAMPTON",2010,11.112,0.257,7.371,51.312,11.013
"2323","VIRGINIA","FRANKLIN City",2010,33.545,16.994,3.253,30.356,12.087
"2324","VIRGINIA","WESTMORELAND County",2010,53.958,27.415,0.061,2.951,4.841
"2325","VIRGINIA","LANCASTER County",2010,56.861,19.714,0.091,3.011,6.506
"2326","VIRGINIA","MIDDLESEX County",2010,55.763,21.663,0.096,3.933,5.113
"2327","VIRGINIA","BRUNSWICK County",2010,68.905,11.092,0.029,1.613,3.826
"2328","VIRGINIA","PETERSBURG",2010,28.933,5.746,5.468,42.468,14.377
"2329","VIRGINIA","ESSEX County",2010,58.856,24.819,0.084,1.801,3.459
"2330","VIRGINIA","CAROLINE County",2010,69.629,14.01,0.083,2.13,4.563
"2331","VIRGINIA","ISLE OF WIGHT County",2010,50.128,30.854,0.204,4.338,4.419
"2332","VIRGINIA","EMPORIA",2010,32.837,8.956,4.84,36.561,13.25
"2333","VIRGINIA","COLONIAL HEIGHTS",2010,19.411,0,6.537,56.609,11.884
"2334","VIRGINIA","CHESTERFIELD County",2010,55.133,3.675,1.168,17.116,16.7
"2335","VIRGINIA","NEW KENT County",2010,66.861,9.778,0.075,3.028,5.68
"2336","VIRGINIA","AMELIA County",2010,65.964,20.336,0.028,1.063,4.089
"2337","VIRGINIA","SURRY County",2010,61.663,21.228,0.057,1.207,3.11
"2338","VIRGINIA","WILLIAMSBURG",2010,38.107,0.175,2.259,32.546,24.255
"2339","VIRGINIA","YORK County",2010,47.218,2.069,1.014,16.445,11.84
"2340","VIRGINIA","SUSSEX County",2010,66.889,16.407,0.028,1.828,2.496
"2341","VIRGINIA","POQUOSON",2010,11.939,0.026,0.293,19.111,7.487
"2342","VIRGINIA","MECKLENBURG County",2010,55.515,20.517,0.105,2.372,4.91
"2343","VIRGINIA","MARTINSVILLE",2010,28.674,0.625,5.36,35.443,28.91
"2344","VIRGINIA","NEWPORT NEWS",2010,19.024,0.786,8.759,47.598,13.605
"2345","VIRGINIA","NOTTOWAY County",2010,65.197,17.656,0.216,3.032,5.118
"2346","VIRGINIA","GREENSVILLE County",2010,65.898,18.388,0.059,2.424,2.547
"2347","VIRGINIA","NORTHUMBERLAND County",2010,50.112,26.568,0.04,2.517,5.874
"2348","VIRGINIA","RICHMOND County",2010,59.696,25.269,0.039,1.818,3.731
"2349","VIRGINIA","PRINCE GEORGE County",2010,61.168,14.176,0.305,5.449,4.572
"2350","VIRGINIA","JAMES CITY County",2010,51.3,5.998,0.755,12.073,12.214
"2351","VIRGINIA","GLOUCESTER County",2010,57.364,11.072,0.118,3.78,5.439
"2352","VIRGINIA","WAYNESBORO",2010,21.192,16.046,5.694,38.793,18.118
"2353","VIRGINIA","HARRISONBURG",2010,6.289,11.941,8.928,55.398,17.257
"2354","VIRGINIA","STAUNTON",2010,16.563,28.282,2.607,32.167,19.793
"2355","VIRGINIA","LYNCHBURG",2010,33.869,4.085,4.001,32.223,24.45
"2356","VIRGINIA","FREDERICKSBURG",2010,22.454,1.788,6.173,52.849,14.932
"2357","VIRGINIA","FALLS CHURCH",2010,0.392,0,9.948,57.302,32.359
"2358","VIRGINIA","MANASSAS City",2010,3.075,2.735,9.221,68.412,16.279
"2359","VIRGINIA","MANASSAS PARK",2010,14.655,1.025,5.474,56.155,22.669
"2360","VIRGINIA","FAIRFAX City",2010,3.248,0,8.58,59.354,28.813
"2361","VIRGINIA","BEDFORD City",2010,NA,NA,NA,NA,NA
"2362","VIRGINIA","CHARLES CITY",2010,61.613,15.015,0.041,0.975,2.981
"2363","VIRGINIA","POWHATAN County",2010,71.47,16.079,0.044,1.635,6.384
"2364","VIRGINIA","HOPEWELL",2010,15.5,0.013,9.96,57.267,11.569
"2365","VIRGINIA","ACCOMACK County",2010,28.252,22.209,0.11,3.766,2.476
"2366","VIRGINIA","WINCHESTER",2010,4.643,5.563,11.565,62.764,15.391
"2367","VIRGINIA","NORTON",2010,60.921,0.31,2.717,22.676,10.66
"2368","VIRGINIA","BRISTOL",2010,18.063,7.096,6.306,45.423,22.503
"2369","VIRGINIA","LEXINGTON",2010,7.311,1.878,2.996,50.686,36.237
"2370","VIRGINIA","CUMBERLAND County",2010,69.512,17.528,0.028,0.848,4.166
"2371","VIRGINIA","BUENA VISTA",2010,37.505,8.026,2.435,32.068,15.381
"2372","VIRGINIA","PRINCE EDWARD County",2010,65.314,18.403,0.1,2.074,5.206
"2373","VIRGINIA","GOOCHLAND County",2010,64.279,18.676,0.061,2.549,7.096
"2374","VIRGINIA","GALAX",2010,26.728,14.678,5.052,25.203,27.59
"2375","VIRGINIA","RADFORD",2010,32.839,7.934,2.541,35.278,17.317
"2376","VIRGINIA","FLUVANNA County",2010,69.82,16.539,0.055,1.386,6.195
"2377","MARYLAND","WASHINGTON County",2010,39.083,40.682,0.803,9.21,7.716
"2378","MARYLAND","FREDERICK County",2010,33.832,47.52,0.601,8.299,8.601
"2379","MARYLAND","BALTIMORE County",2010,35.189,22.13,2.405,21.616,13.972
"2380","MARYLAND","HARFORD County",2010,40.081,30.062,0.864,11.259,11.335
"2381","MARYLAND","CECIL County",2010,37.099,37.031,0.48,6.974,8.544
"2382","MARYLAND","MONTGOMERY County",2010,29.488,23.389,1.52,23.066,20.096
"2383","MARYLAND","HOWARD County",2010,31.904,25.9,1.71,20.8,18.739
"2384","MARYLAND","BALTIMORE CITY",2010,4.126,0.087,25.59,54.592,9.799
"2385","MARYLAND","CARROLL County",2010,27.885,51.126,0.36,8.393,11.117
"2386","MARYLAND","PRINCE GEORGE'S County",2010,38.229,9.52,2.549,29.971,13.705
"2387","MARYLAND","ANNE ARUNDEL County",2010,38.367,9.493,2.169,25.287,14.392
"2388","MARYLAND","GARRETT County",2010,71.018,16.929,0.048,1.893,4.819
"2389","MARYLAND","ALLEGANY County",2010,76.447,8.956,0.441,5.029,5.896
"2390","MARYLAND","CALVERT County",2010,54.326,12.116,0.296,7.036,11.847
"2391","MARYLAND","ST. MARY'S County",2010,49.471,20.185,0.485,6.949,7.806
"2392","MARYLAND","TALBOT County",2010,23.737,47.714,0.235,5.68,5.335
"2393","MARYLAND","CAROLINE County",2010,31.273,56.145,0.137,4.987,4.257
"2394","MARYLAND","QUEEN ANNE'S County",2010,25.549,55.371,0.182,5.527,5.533
"2395","MARYLAND","CHARLES County",2010,61.986,13.711,0.342,7.011,7.353
"2396","MARYLAND","KENT County",2010,24.147,58.813,0.126,3.596,4.055
"2397","MARYLAND","WORCESTER County",2010,42.072,23.982,0.59,4.324,3.254
"2398","MARYLAND","WICOMICO County",2010,43.604,31.821,0.645,8.833,5.721
"2399","MARYLAND","DORCHESTER County",2010,33.243,27.975,0.154,3.374,2.244
"2400","MARYLAND","SOMERSET County",2010,40.781,20.127,0.12,3.43,3.1
"2401","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA",2011,7.87,0.083,12.462,56.822,13.114
"2402","VIRGINIA","WYTHE County",2011,53.702,37.194,0.161,2.376,5.215
"2403","VIRGINIA","CAMPBELL County",2011,55.477,24.747,0.203,3.494,6.857
"2404","VIRGINIA","TAZEWELL County",2011,70.007,20.745,0.153,2.503,5.304
"2405","VIRGINIA","CARROLL County",2011,60.978,28.35,0.048,1.397,7.346
"2406","VIRGINIA","CRAIG County",2011,84.001,11.114,0.002,0.381,3.36
"2407","VIRGINIA","PULASKI County",2011,56.243,29.09,0.308,4.302,6.599
"2408","VIRGINIA","ROANOKE County",2011,67.102,9.224,0.525,9.228,12.518
"2409","VIRGINIA","MONTGOMERY County",2011,60.92,22.913,0.409,6.53,7.988
"2410","VIRGINIA","ARLINGTON County",2011,2.909,0,11.19,64.022,21.276
"2411","VIRGINIA","PITTSYLVANIA County",2011,55.223,27.075,0.067,2.316,5.803
"2412","VIRGINIA","HIGHLAND County",2011,79.041,16.68,0.005,0.25,2.465
"2413","VIRGINIA","ROCKBRIDGE County",2011,68.662,23.66,0.065,1.627,4.942
"2414","VIRGINIA","SMYTH County",2011,68.078,24.177,0.158,1.93,4.947
"2415","VIRGINIA","RAPPAHANNOCK County",2011,67.811,27.837,0.004,0.437,3.368
"2416","VIRGINIA","BLAND County",2011,78.026,17.527,0.011,0.673,3.046
"2417","VIRGINIA","GILES County",2011,79.366,13.118,0.099,1.713,4.392
"2418","VIRGINIA","SPOTSYLVANIA County",2011,63.963,12.647,0.365,6.385,8.231
"2419","VIRGINIA","WISE County",2011,73.825,3.623,0.115,3.132,5.393
"2420","VIRGINIA","FREDERICK County",2011,53.626,30.9,0.47,6.313,7.214
"2421","VIRGINIA","SHENANDOAH County",2011,59.651,30.405,0.123,3.118,5.785
"2422","VIRGINIA","PATRICK County",2011,74.523,15.576,0.027,0.842,5.921
"2423","VIRGINIA","NELSON County",2011,77.363,13.56,0.013,0.838,4.754
"2424","VIRGINIA","ALBEMARLE County",2011,65.271,22.651,0.144,2.573,6.975
"2425","VIRGINIA","GREENE County",2011,65.586,24.037,0.076,2.012,7.053
"2426","VIRGINIA","MADISON County",2011,61.361,32.893,0.026,0.721,4.319
"2427","VIRGINIA","PAGE County",2011,65.974,24.111,0.081,2.787,5.672
"2428","VIRGINIA","STAFFORD County",2011,63.515,9.029,0.574,9.946,10.732
"2429","VIRGINIA","ALLEGHANY County",2011,88.188,4.775,0.087,1.745,3.407
"2430","VIRGINIA","WARREN County",2011,62.342,22.049,0.421,4.71,8.718
"2431","VIRGINIA","SCOTT County",2011,72.919,17.658,0.042,1.25,5.224
"2432","VIRGINIA","ROCKINGHAM County",2011,56.936,33.39,0.131,3.387,5.347
"2433","VIRGINIA","APPOMATTOX County",2011,61.619,22.612,0.048,1.432,5.166
"2434","VIRGINIA","LOUDOUN County",2011,33.61,43.045,1.135,12.797,8.301
"2435","VIRGINIA","RUSSELL County",2011,61.486,29.258,0.052,1.769,4.898
"2436","VIRGINIA","DICKENSON County",2011,85.951,2.948,0.012,1.004,4.766
"2437","VIRGINIA","AUGUSTA County",2011,56.971,34.456,0.134,2.664,5.26
"2438","VIRGINIA","ORANGE County",2011,54.809,33.877,0.113,1.671,5.895
"2439","VIRGINIA","BUCHANAN County",2011,89.861,0.575,0.028,1.691,3.707
"2440","VIRGINIA","HENRY County",2011,66.94,12.705,0.433,4.354,8.123
"2441","VIRGINIA","FRANKLIN County",2011,62.713,23.176,0.082,1.847,6.824
"2442","VIRGINIA","SOUTHAMPTON County",2011,58.197,29.162,0.024,1.967,2.737
"2443","VIRGINIA","LEE County",2011,65.901,22.033,0.032,1.736,6.174
"2444","VIRGINIA","BEDFORD County",2011,59.412,26.685,0.084,2.258,6.975
"2445","VIRGINIA","FAUQUIER County",2011,47.816,42.939,0.08,2.165,5.526
"2446","VIRGINIA","CULPEPER County",2011,46.857,41.926,0.16,2.398,5.623
"2447","VIRGINIA","KING WILLIAM County",2011,60.773,20.99,0.092,1.678,3.578
"2448","VIRGINIA","CLARKE County",2011,37.256,53.484,0.069,2.417,5.671
"2449","VIRGINIA","FAIRFAX County",2011,29.226,2.093,2.962,37.572,25.334
"2450","VIRGINIA","AMHERST County",2011,75.602,14.084,0.065,1.775,5.23
"2451","VIRGINIA","BOTETOURT County",2011,73.673,16.821,0.097,2.201,5.393
"2452","VIRGINIA","BATH County",2011,89.341,6.196,0.01,0.394,2.418
"2453","VIRGINIA","GRAYSON County",2011,65.018,26.279,0.021,0.702,5.453
"2454","VIRGINIA","LOUISA County",2011,66.155,16.893,0.101,1.718,5.841
"2455","VIRGINIA","DINWIDDIE County",2011,65.074,14.26,0.113,2.802,4.324
"2456","VIRGINIA","HALIFAX County",2011,61.929,21.501,0.108,1.678,4.43
"2457","VIRGINIA","KING AND QUEEN County",2011,64.55,17.315,0.01,0.938,3.066
"2458","VIRGINIA","PRINCE WILLIAM County",2011,45.607,15.228,1.435,20.538,13.651
"2459","VIRGINIA","CHESAPEAKE",2011,49.56,21.256,1.742,16.439,5.673
"2460","VIRGINIA","VIRGINIA BEACH",2011,21.974,12.58,3.113,27.637,7.019
"2461","VIRGINIA","NORFOLK",2011,2.714,0.019,19.291,59.19,7.644
"2462","VIRGINIA","CHARLOTTE County",2011,62.94,21.305,0.024,1.054,4.272
"2463","VIRGINIA","FLOYD County",2011,62.029,29.781,0.014,0.757,6.256
"2464","VIRGINIA","BUCKINGHAM County",2011,67.452,13.548,0.016,0.826,3.977
"2465","VIRGINIA","COVINGTON",2011,37.381,5.278,5.565,35.31,14.693
"2466","VIRGINIA","WASHINGTON County",2011,56.688,32.997,0.174,2.556,6.396
"2467","VIRGINIA","SALEM",2011,9.484,2.07,8.284,51.565,28.469
"2468","VIRGINIA","ROANOKE City",2011,8.934,1.57,10.372,52.97,25.533
"2469","VIRGINIA","DANVILLE",2011,30.44,5.981,4.961,34.332,20.178
"2470","VIRGINIA","CHARLOTTESVILLE",2011,6.532,0.215,6.499,53.781,32.682
"2471","VIRGINIA","KING GEORGE County",2011,63.476,17.26,0.205,3.602,6.168
"2472","VIRGINIA","HANOVER County",2011,59.924,20.451,0.444,6.383,7.713
"2473","VIRGINIA","SALEM City",2011,9.484,2.07,8.284,51.565,28.469
"2474","VIRGINIA","PORTSMOUTH",2011,4.197,0.433,11.481,57.024,7.337
"2475","VIRGINIA","LUNENBURG County",2011,66.268,16.027,0.04,1.121,4.197
"2476","VIRGINIA","SUFFOLK",2011,53.283,24.296,0.436,6.718,4.597
"2477","VIRGINIA","ALEXANDRIA",2011,2.004,0,18.131,64.114,13.736
"2478","VIRGINIA","HENRICO County",2011,35.579,8.802,2.637,30.473,16.862
"2479","VIRGINIA","RICHMOND City",2011,8.851,0.041,11.239,53.545,22.56
"2480","VIRGINIA","NORTHAMPTON County",2011,14.483,22.368,0.061,3.196,1.377
"2481","VIRGINIA","MATHEWS County",2011,55.68,9.396,0.044,2.747,4.719
