Year,State,County,Median_Household_Income
2020,Virginia,"Arlington County, Virginia",122604
2020,Virginia,"Bath County, Virginia",55481
2020,Virginia,"Bedford County, Virginia",67136
2020,Virginia,"Botetourt County, Virginia",72719
2020,Virginia,"Brunswick County, Virginia",46111
2020,Virginia,"Buckingham County, Virginia",48603
2020,Virginia,"Campbell County, Virginia",52319
2020,Virginia,"Carroll County, Virginia",44518
2020,Virginia,"Charles City County, Virginia",60096
2020,Virginia,"Charlotte County, Virginia",40924
2020,Virginia,"Clarke County, Virginia",86154
2020,Virginia,"Craig County, Virginia",57792
2020,Virginia,"Cumberland County, Virginia",50565
2020,Virginia,"Dickenson County, Virginia",30116
2020,Virginia,"Essex County, Virginia",51125
2020,Virginia,"Fairfax County, Virginia",127866
2020,Virginia,"Floyd County, Virginia",51250
2020,Virginia,"Fluvanna County, Virginia",78885
2020,Virginia,"Frederick County, Virginia",80011
2020,Virginia,"Giles County, Virginia",57279
2020,Virginia,"Goochland County, Virginia",97146
2020,Virginia,"Grayson County, Virginia",41558
2020,Virginia,"Greensville County, Virginia",49756
2020,Virginia,"Halifax County, Virginia",43714
2020,Virginia,"Henrico County, Virginia",72295
2020,Virginia,"Henry County, Virginia",38511
2020,Virginia,"Isle of Wight County, Virginia",77870
2020,Virginia,"James City County, Virginia",91675
2020,Virginia,"King and Queen County, Virginia",65385
2020,Virginia,"King George County, Virginia",96711
2020,Virginia,"King William County, Virginia",73284
2020,Virginia,"Lancaster County, Virginia",59736
2020,Virginia,"Lee County, Virginia",35006
2020,Virginia,"Loudoun County, Virginia",147111
2020,Virginia,"Louisa County, Virginia",67027
2020,Virginia,"Lunenburg County, Virginia",45884
2020,Virginia,"Madison County, Virginia",63482
2020,Virginia,"Mathews County, Virginia",74489
2020,Virginia,"Mecklenburg County, Virginia",50224
2020,Virginia,"Middlesex County, Virginia",57060
2020,Virginia,"Montgomery County, Virginia",59126
2020,Virginia,"Nelson County, Virginia",62203
2020,Virginia,"New Kent County, Virginia",97688
2020,Virginia,"Northampton County, Virginia",50819
2020,Virginia,"Northumberland County, Virginia",59437
2020,Virginia,"Nottoway County, Virginia",49983
2020,Virginia,"Orange County, Virginia",74446
2020,Virginia,"Page County, Virginia",51878
2020,Virginia,"Patrick County, Virginia",46941
2020,Virginia,"Powhatan County, Virginia",93833
2020,Virginia,"Prince Edward County, Virginia",44253
2020,Virginia,"Prince George County, Virginia",75123
2020,Virginia,"Pulaski County, Virginia",53689
2020,Virginia,"Rappahannock County, Virginia",82077
2020,Virginia,"Roanoke County, Virginia",70076
2020,Virginia,"Rockbridge County, Virginia",54133
2020,Virginia,"Russell County, Virginia",38564
2020,Virginia,"Scott County, Virginia",41540
2020,Virginia,"Smyth County, Virginia",41088
2020,Virginia,"Southampton County, Virginia",63034
2020,Virginia,"Stafford County, Virginia",112247
2020,Virginia,"Surry County, Virginia",56525
2020,Virginia,"Tazewell County, Virginia",42207
2020,Virginia,"Warren County, Virginia",70109
2020,Virginia,"Westmoreland County, Virginia",53790
2020,Virginia,"Wise County, Virginia",41285
2020,Virginia,"York County, Virginia",93356
2020,Virginia,"Alexandria city, Virginia",102227
2020,Virginia,"Buena Vista city, Virginia",36634
2020,Virginia,"Charlottesville city, Virginia",59598
2020,Virginia,"Colonial Heights city, Virginia",60522
2020,Virginia,"Covington city, Virginia",41024
2020,Virginia,"Danville city, Virginia",37147
2020,Virginia,"Fairfax city, Virginia",109708
2020,Virginia,"Falls Church city, Virginia",146922
2020,Virginia,"Fredericksburg city, Virginia",69528
2020,Virginia,"Galax city, Virginia",35184
2020,Virginia,"Harrisonburg city, Virginia",49117
2020,Virginia,"Hopewell city, Virginia",43262
2020,Virginia,"Lynchburg city, Virginia",49201
2020,Virginia,"Manassas city, Virginia",86227
2020,Virginia,"Martinsville city, Virginia",36166
2020,Virginia,"Newport News city, Virginia",54511
2020,Virginia,"Norton city, Virginia",30518
2020,Virginia,"Petersburg city, Virginia",43029
2020,Virginia,"Portsmouth city, Virginia",53213
2020,Virginia,"Radford city, Virginia",34576
2020,Virginia,"Roanoke city, Virginia",45664
2020,Virginia,"Salem city, Virginia",63411
2020,Virginia,"Staunton city, Virginia",52292
2020,Virginia,"Suffolk city, Virginia",79899
2020,Virginia,"Virginia Beach city, Virginia",78136
2020,Virginia,"Waynesboro city, Virginia",43480
2020,Virginia,"Williamsburg city, Virginia",59288
2020,Virginia,"Winchester city, Virginia",61102
2020,Virginia,"Albemarle County, Virginia",84643
2020,Virginia,"Amherst County, Virginia",57368
2020,Virginia,"Augusta County, Virginia",65076
2020,Virginia,"Bland County, Virginia",50365
2020,Virginia,"Buchanan County, Virginia",34302
2020,Virginia,"Caroline County, Virginia",67901
2020,Virginia,"Chesterfield County, Virginia",84645
2020,Virginia,"Culpeper County, Virginia",80663
2020,Virginia,"Dinwiddie County, Virginia",65485
2020,Virginia,"Fauquier County, Virginia",105665
2020,Virginia,"Franklin County, Virginia",56779
2020,Virginia,"Gloucester County, Virginia",71649
2020,Virginia,"Greene County, Virginia",67266
2020,Virginia,"Hanover County, Virginia",91444
2020,Virginia,"Highland County, Virginia",51831
2020,Virginia,"Pittsylvania County, Virginia",49520
2020,Virginia,"Prince William County, Virginia",107707
2020,Virginia,"Richmond County, Virginia",53298
2020,Virginia,"Rockingham County, Virginia",64496
2020,Virginia,"Shenandoah County, Virginia",56114
2020,Virginia,"Spotsylvania County, Virginia",90913
2020,Virginia,"Sussex County, Virginia",51701
2020,Virginia,"Washington County, Virginia",50928
2020,Virginia,"Wythe County, Virginia",51639
2020,Virginia,"Bristol city, Virginia",39679
2020,Virginia,"Chesapeake city, Virginia",81261
2020,Virginia,"Emporia city, Virginia",30058
2020,Virginia,"Franklin city, Virginia",49811
2020,Virginia,"Hampton city, Virginia",57041
2020,Virginia,"Lexington city, Virginia",50714
2020,Virginia,"Manassas Park city, Virginia",81639
2020,Virginia,"Norfolk city, Virginia",53026
2020,Virginia,"Poquoson city, Virginia",100696
2020,Virginia,"Richmond city, Virginia",51421
2020,District of Columbia,"District of Columbia, District of Columbia",90842
2021,Maryland,"Allegany County, Maryland",51090
2021,Maryland,"Anne Arundel County, Maryland",108048
2021,Maryland,"Baltimore County, Maryland",81846
2021,Maryland,"Calvert County, Maryland",120295
2021,Maryland,"Caroline County, Maryland",63027
2021,Maryland,"Carroll County, Maryland",104708
2021,Maryland,"Cecil County, Maryland",81817
2021,Maryland,"Charles County, Maryland",107808
2021,Maryland,"Dorchester County, Maryland",55652
2021,Maryland,"Frederick County, Maryland",106129
2021,Maryland,"Garrett County, Maryland",58011
2021,Maryland,"Harford County, Maryland",98495
2021,Maryland,"Howard County, Maryland",129549
2021,Maryland,"Kent County, Maryland",64451
2021,Maryland,"Montgomery County, Maryland",117345
2021,Maryland,"Prince George's County, Maryland",91124
2021,Maryland,"Queen Anne's County, Maryland",99597
2021,Maryland,"St. Mary's County, Maryland",102859
2021,Maryland,"Somerset County, Maryland",48661
2021,Maryland,"Talbot County, Maryland",79349
2021,Maryland,"Washington County, Maryland",67349
2021,Maryland,"Wicomico County, Maryland",63610
2021,Maryland,"Worcester County, Maryland",71262
2021,Maryland,"Baltimore city, Maryland",54124
2021,Virginia,"Accomack County, Virginia",50601
2021,Virginia,"Albemarle County, Virginia",90568
2021,Virginia,"Alleghany County, Virginia",49705
2021,Virginia,"Amelia County, Virginia",57420
2021,Virginia,"Amherst County, Virginia",60876
2021,Virginia,"Appomattox County, Virginia",55268
2021,Virginia,"Arlington County, Virginia",128145
2021,Virginia,"Augusta County, Virginia",69082
2021,Virginia,"Bath County, Virginia",55807
2021,Virginia,"Bedford County, Virginia",70870
2021,Virginia,"Bland County, Virginia",54556
2021,Virginia,"Botetourt County, Virginia",72941
2021,Virginia,"Brunswick County, Virginia",49597
2021,Virginia,"Buchanan County, Virginia",37093
2021,Virginia,"Buckingham County, Virginia",49841
2021,Virginia,"Campbell County, Virginia",53918
2021,Virginia,"Caroline County, Virginia",76528
2021,Virginia,"Carroll County, Virginia",45220
2021,Virginia,"Charles City County, Virginia",59543
2021,Virginia,"Charlotte County, Virginia",45567
2021,Virginia,"Chesterfield County, Virginia",88315
2021,Virginia,"Clarke County, Virginia",86633
2021,Virginia,"Craig County, Virginia",60283
2021,Virginia,"Culpeper County, Virginia",85274
2021,Virginia,"Cumberland County, Virginia",57568
2021,Virginia,"Dickenson County, Virginia",33905
2021,Virginia,"Dinwiddie County, Virginia",68918
2021,Virginia,"Essex County, Virginia",54375
2021,Virginia,"Fairfax County, Virginia",133974
2021,Virginia,"Fauquier County, Virginia",111368
2021,Virginia,"Floyd County, Virginia",51612
2021,Virginia,"Fluvanna County, Virginia",82983
2021,Virginia,"Franklin County, Virginia",59667
2021,Virginia,"Frederick County, Virginia",84317
2021,Virginia,"Giles County, Virginia",57911
2021,Virginia,"Gloucester County, Virginia",77733
2021,Virginia,"Goochland County, Virginia",100517
2021,Virginia,"Grayson County, Virginia",43022
2021,Virginia,"Greene County, Virginia",73844
2021,Virginia,"Greensville County, Virginia",53063
2021,Virginia,"Halifax County, Virginia",45962
2021,Virginia,"Hanover County, Virginia",96911
2021,Virginia,"Henrico County, Virginia",76345
2021,Virginia,"Henry County, Virginia",41103
2021,Virginia,"Highland County, Virginia",52901
2021,Virginia,"Isle of Wight County, Virginia",84673
2021,Virginia,"James City County, Virginia",94907
2021,Virginia,"King and Queen County, Virginia",61672
2021,Virginia,"King George County, Virginia",101599
2021,Virginia,"King William County, Virginia",74592
2021,Virginia,"Lancaster County, Virginia",64460
2021,Virginia,"Lee County, Virginia",37574
2021,Virginia,"Loudoun County, Virginia",156821
2021,Virginia,"Louisa County, Virginia",70974
2021,Virginia,"Lunenburg County, Virginia",47269
2021,Virginia,"Madison County, Virginia",72349
2021,Virginia,"Mathews County, Virginia",73229
2021,Virginia,"Mecklenburg County, Virginia",46378
2021,Virginia,"Middlesex County, Virginia",63782
2021,Virginia,"Montgomery County, Virginia",60666
2021,Virginia,"Nelson County, Virginia",67707
2021,Virginia,"New Kent County, Virginia",101628
2021,Virginia,"Northampton County, Virginia",50347
2021,Virginia,"Northumberland County, Virginia",61291
2021,Virginia,"Nottoway County, Virginia",54614
2021,Virginia,"Orange County, Virginia",79211
2021,Virginia,"Page County, Virginia",53168
2021,Virginia,"Patrick County, Virginia",47215
2021,Virginia,"Pittsylvania County, Virginia",49486
2021,Virginia,"Powhatan County, Virginia",101395
2021,Virginia,"Prince Edward County, Virginia",49019
2021,Virginia,"Prince George County, Virginia",78895
2021,Virginia,"Prince William County, Virginia",113831
2021,Virginia,"Pulaski County, Virginia",55446
2021,Virginia,"Rappahannock County, Virginia",90307
2021,Virginia,"Richmond County, Virginia",57697
2021,Virginia,"Roanoke County, Virginia",74622
2021,Virginia,"Rockbridge County, Virginia",57828
2021,Virginia,"Rockingham County, Virginia",67484
2021,Virginia,"Russell County, Virginia",41100
2021,Virginia,"Scott County, Virginia",42561
2021,Virginia,"Shenandoah County, Virginia",58609
2021,Virginia,"Smyth County, Virginia",42588
2021,Virginia,"Southampton County, Virginia",65079
2021,Virginia,"Spotsylvania County, Virginia",98973
2021,Virginia,"Stafford County, Virginia",119818
2021,Virginia,"Surry County, Virginia",61105
2021,Virginia,"Sussex County, Virginia",56968
2021,Virginia,"Tazewell County, Virginia",42937
2021,Virginia,"Warren County, Virginia",72840
2021,Virginia,"Washington County, Virginia",54737
2021,Virginia,"Westmoreland County, Virginia",53113
2021,Virginia,"Wise County, Virginia",44884
2021,Virginia,"Wythe County, Virginia",52726
2021,Virginia,"York County, Virginia",96144
2021,Virginia,"Alexandria city, Virginia",105450
2021,Virginia,"Bristol city, Virginia",43879
2021,Virginia,"Buena Vista city, Virginia",42156
2021,Virginia,"Charlottesville city, Virginia",63470
2021,Virginia,"Chesapeake city, Virginia",85563
2021,Virginia,"Colonial Heights city, Virginia",65570
2021,Virginia,"Covington city, Virginia",41242
2021,Virginia,"Danville city, Virginia",38904
2021,Virginia,"Emporia city, Virginia",36111
2021,Virginia,"Fairfax city, Virginia",118492
2021,Virginia,"Falls Church city, Virginia",155071
2021,Virginia,"Franklin city, Virginia",49424
2021,Virginia,"Fredericksburg city, Virginia",72293
2021,Virginia,"Galax city, Virginia",39808
2021,Virginia,"Hampton city, Virginia",59380
2021,Virginia,"Harrisonburg city, Virginia",51055
2021,Virginia,"Hopewell city, Virginia",44209
2021,Virginia,"Lexington city, Virginia",66114
2021,Virginia,"Lynchburg city, Virginia",54015
2021,Virginia,"Manassas city, Virginia",101934
2021,Virginia,"Manassas Park city, Virginia",90544
2021,Virginia,"Martinsville city, Virginia",36832
2021,Virginia,"Newport News city, Virginia",57463
2021,Virginia,"Norfolk city, Virginia",56244
2021,Virginia,"Norton city, Virginia",35592
2021,Virginia,"Petersburg city, Virginia",44890
2021,Virginia,"Poquoson city, Virginia",112026
2021,Virginia,"Portsmouth city, Virginia",54020
2021,Virginia,"Radford city, Virginia",44360
2021,Virginia,"Richmond city, Virginia",54795
2021,Virginia,"Roanoke city, Virginia",48476
2021,Virginia,"Salem city, Virginia",66472
2021,Virginia,"Staunton city, Virginia",53041
2021,Virginia,"Suffolk city, Virginia",81883
2021,Virginia,"Virginia Beach city, Virginia",81810
2021,Virginia,"Waynesboro city, Virginia",47238
2021,Virginia,"Williamsburg city, Virginia",65297
2021,Virginia,"Winchester city, Virginia",61321
2021,District of Columbia,"District of Columbia, District of Columbia",93547
2022,Maryland,"Allegany County, Maryland",55248
2022,Maryland,"Anne Arundel County, Maryland",116009
2022,Maryland,"Baltimore County, Maryland",88157
2022,Maryland,"Calvert County, Maryland",128078
2022,Maryland,"Caroline County, Maryland",65326
2022,Maryland,"Carroll County, Maryland",111672
2022,Maryland,"Cecil County, Maryland",86869
2022,Maryland,"Charles County, Maryland",116882
2022,Maryland,"Dorchester County, Maryland",57490
2022,Maryland,"Frederick County, Maryland",115724
2022,Maryland,"Garrett County, Maryland",64447
2022,Maryland,"Harford County, Maryland",106417
2022,Maryland,"Howard County, Maryland",140971
2022,Maryland,"Kent County, Maryland",71635
2022,Maryland,"Montgomery County, Maryland",125583
2022,Maryland,"Prince George's County, Maryland",97935
2022,Maryland,"Queen Anne's County, Maryland",108332
2022,Maryland,"St. Mary's County, Maryland",113668
2022,Maryland,"Somerset County, Maryland",52149
2022,Maryland,"Talbot County, Maryland",81667
2022,Maryland,"Washington County, Maryland",73017
2022,Maryland,"Wicomico County, Maryland",69421
2022,Maryland,"Worcester County, Maryland",76689
2022,Maryland,"Baltimore city, Maryland",58349
2022,Virginia,"Accomack County, Virginia",52694
2022,Virginia,"Albemarle County, Virginia",97708
2022,Virginia,"Alleghany County, Virginia",52546
2022,Virginia,"Amelia County, Virginia",63438
2022,Virginia,"Amherst County, Virginia",64454
2022,Virginia,"Appomattox County, Virginia",60041
2022,Virginia,"Arlington County, Virginia",137387
2022,Virginia,"Augusta County, Virginia",76124
2022,Virginia,"Bath County, Virginia",55699
2022,Virginia,"Bedford County, Virginia",74773
2022,Virginia,"Bland County, Virginia",59901
2022,Virginia,"Botetourt County, Virginia",77680
2022,Virginia,"Brunswick County, Virginia",52678
2022,Virginia,"Buchanan County, Virginia",39591
2022,Virginia,"Buckingham County, Virginia",59894
2022,Virginia,"Campbell County, Virginia",59022
2022,Virginia,"Caroline County, Virginia",83562
2022,Virginia,"Carroll County, Virginia",49113
2022,Virginia,"Charles City County, Virginia",65573
2022,Virginia,"Charlotte County, Virginia",51548
2022,Virginia,"Chesterfield County, Virginia",95757
2022,Virginia,"Clarke County, Virginia",107475
2022,Virginia,"Craig County, Virginia",66286
2022,Virginia,"Culpeper County, Virginia",92359
2022,Virginia,"Cumberland County, Virginia",56497
2022,Virginia,"Dickenson County, Virginia",40143
2022,Virginia,"Dinwiddie County, Virginia",77225
2022,Virginia,"Essex County, Virginia",52335
2022,Virginia,"Fairfax County, Virginia",145165
2022,Virginia,"Fauquier County, Virginia",122785
2022,Virginia,"Floyd County, Virginia",57146
2022,Virginia,"Fluvanna County, Virginia",90766
2022,Virginia,"Franklin County, Virginia",66275
2022,Virginia,"Frederick County, Virginia",92443
2022,Virginia,"Giles County, Virginia",61987
2022,Virginia,"Gloucester County, Virginia",83750
2022,Virginia,"Goochland County, Virginia",105600
2022,Virginia,"Grayson County, Virginia",43348
2022,Virginia,"Greene County, Virginia",81338
2022,Virginia,"Greensville County, Virginia",51823
2022,Virginia,"Halifax County, Virginia",49145
2022,Virginia,"Hanover County, Virginia",104678
2022,Virginia,"Henrico County, Virginia",82424
2022,Virginia,"Henry County, Virginia",43694
2022,Virginia,"Highland County, Virginia",57070
2022,Virginia,"Isle of Wight County, Virginia",91680
2022,Virginia,"James City County, Virginia",100711
2022,Virginia,"King and Queen County, Virginia",70147
2022,Virginia,"King George County, Virginia",103264
2022,Virginia,"King William County, Virginia",79398
2022,Virginia,"Lancaster County, Virginia",62674
2022,Virginia,"Lee County, Virginia",41619
2022,Virginia,"Loudoun County, Virginia",170463
2022,Virginia,"Louisa County, Virginia",76594
2022,Virginia,"Lunenburg County, Virginia",54438
2022,Virginia,"Madison County, Virginia",74586
2022,Virginia,"Mathews County, Virginia",79054
2022,Virginia,"Mecklenburg County, Virginia",51265
2022,Virginia,"Middlesex County, Virginia",69389
2022,Virginia,"Montgomery County, Virginia",65270
2022,Virginia,"Nelson County, Virginia",64028
2022,Virginia,"New Kent County, Virginia",113120
2022,Virginia,"Northampton County, Virginia",54693
2022,Virginia,"Northumberland County, Virginia",64655
2022,Virginia,"Nottoway County, Virginia",62366
2022,Virginia,"Orange County, Virginia",87309
2022,Virginia,"Page County, Virginia",56760
2022,Virginia,"Patrick County, Virginia",49180
2022,Virginia,"Pittsylvania County, Virginia",52619
2022,Virginia,"Powhatan County, Virginia",108089
2022,Virginia,"Prince Edward County, Virginia",57304
2022,Virginia,"Prince George County, Virginia",80318
2022,Virginia,"Prince William County, Virginia",123193
2022,Virginia,"Pulaski County, Virginia",59740
2022,Virginia,"Rappahannock County, Virginia",98663
2022,Virginia,"Richmond County, Virginia",62708
2022,Virginia,"Roanoke County, Virginia",80872
2022,Virginia,"Rockbridge County, Virginia",61903
2022,Virginia,"Rockingham County, Virginia",73232
2022,Virginia,"Russell County, Virginia",44088
2022,Virginia,"Scott County, Virginia",44535
2022,Virginia,"Shenandoah County, Virginia",62149
2022,Virginia,"Smyth County, Virginia",45061
2022,Virginia,"Southampton County, Virginia",67813
2022,Virginia,"Spotsylvania County, Virginia",105068
2022,Virginia,"Stafford County, Virginia",128036
2022,Virginia,"Surry County, Virginia",68655
2022,Virginia,"Sussex County, Virginia",59195
2022,Virginia,"Tazewell County, Virginia",46508
2022,Virginia,"Warren County, Virginia",79313
2022,Virginia,"Washington County, Virginia",59116
2022,Virginia,"Westmoreland County, Virginia",56647
2022,Virginia,"Wise County, Virginia",47541
2022,Virginia,"Wythe County, Virginia",53921
2022,Virginia,"York County, Virginia",105154
2022,Virginia,"Alexandria city, Virginia",113179
2022,Virginia,"Bristol city, Virginia",45250
2022,Virginia,"Buena Vista city, Virginia",48783
2022,Virginia,"Charlottesville city, Virginia",67177
2022,Virginia,"Chesapeake city, Virginia",92703
2022,Virginia,"Colonial Heights city, Virginia",72216
2022,Virginia,"Covington city, Virginia",45737
2022,Virginia,"Danville city, Virginia",41484
2022,Virginia,"Emporia city, Virginia",41442
2022,Virginia,"Fairfax city, Virginia",128708
2022,Virginia,"Falls Church city, Virginia",164536
2022,Virginia,"Franklin city, Virginia",57537
2022,Virginia,"Fredericksburg city, Virginia",83445
2022,Virginia,"Galax city, Virginia",44612
2022,Virginia,"Hampton city, Virginia",64430
2022,Virginia,"Harrisonburg city, Virginia",56050
2022,Virginia,"Hopewell city, Virginia",50661
2022,Virginia,"Lexington city, Virginia",93651
2022,Virginia,"Lynchburg city, Virginia",56243
2022,Virginia,"Manassas city, Virginia",110559
2022,Virginia,"Manassas Park city, Virginia",91673
2022,Virginia,"Martinsville city, Virginia",39127
2022,Virginia,"Newport News city, Virginia",63355
2022,Virginia,"Norfolk city, Virginia",60998
2022,Virginia,"Norton city, Virginia",36974
2022,Virginia,"Petersburg city, Virginia",46930
2022,Virginia,"Poquoson city, Virginia",114503
2022,Virginia,"Portsmouth city, Virginia",57154
2022,Virginia,"Radford city, Virginia",51039
2022,Virginia,"Richmond city, Virginia",59606
2022,Virginia,"Roanoke city, Virginia",51523
2022,Virginia,"Salem city, Virginia",68402
2022,Virginia,"Staunton city, Virginia",59731
2022,Virginia,"Suffolk city, Virginia",87758
2022,Virginia,"Virginia Beach city, Virginia",87544
2022,Virginia,"Waynesboro city, Virginia",52519
2022,Virginia,"Williamsburg city, Virginia",66815
2022,Virginia,"Winchester city, Virginia",62495
2022,District of Columbia,"District of Columbia, District of Columbia",101722
2023,Maryland,"Allegany County, Maryland",57393
2023,Maryland,"Anne Arundel County, Maryland",120324
2023,Maryland,"Baltimore County, Maryland",90904
2023,Maryland,"Calvert County, Maryland",132059
2023,Maryland,"Caroline County, Maryland",66368
2023,Maryland,"Carroll County, Maryland",115876
2023,Maryland,"Cecil County, Maryland",91146
2023,Maryland,"Charles County, Maryland",120592
2023,Maryland,"Dorchester County, Maryland",60495
2023,Maryland,"Frederick County, Maryland",120458
2023,Maryland,"Garrett County, Maryland",69031
2023,Maryland,"Harford County, Maryland",111317
2023,Maryland,"Howard County, Maryland",146982
2023,Maryland,"Kent County, Maryland",74402
2023,Maryland,"Montgomery County, Maryland",128733
2023,Maryland,"Prince George's County, Maryland",100708
2023,Maryland,"Queen Anne's County, Maryland",113347
2023,Maryland,"St. Mary's County, Maryland",114580
2023,Maryland,"Somerset County, Maryland",52462
2023,Maryland,"Talbot County, Maryland",84378
2023,Maryland,"Washington County, Maryland",74157
2023,Maryland,"Wicomico County, Maryland",72861
2023,Maryland,"Worcester County, Maryland",81455
2023,Maryland,"Baltimore city, Maryland",59623
2023,Virginia,"Accomack County, Virginia",57500
2023,Virginia,"Albemarle County, Virginia",102617
2023,Virginia,"Alleghany County, Virginia",55160
2023,Virginia,"Amelia County, Virginia",66339
2023,Virginia,"Amherst County, Virginia",67298
2023,Virginia,"Appomattox County, Virginia",62337
2023,Virginia,"Arlington County, Virginia",140160
2023,Virginia,"Augusta County, Virginia",79972
2023,Virginia,"Bath County, Virginia",61709
2023,Virginia,"Bedford County, Virginia",77644
2023,Virginia,"Bland County, Virginia",61375
2023,Virginia,"Botetourt County, Virginia",80467
2023,Virginia,"Brunswick County, Virginia",52978
2023,Virginia,"Buchanan County, Virginia",42216
2023,Virginia,"Buckingham County, Virginia",59199
2023,Virginia,"Campbell County, Virginia",62608
2023,Virginia,"Caroline County, Virginia",86267
2023,Virginia,"Carroll County, Virginia",52575
2023,Virginia,"Charles City County, Virginia",70339
2023,Virginia,"Charlotte County, Virginia",48892
2023,Virginia,"Chesterfield County, Virginia",98910
2023,Virginia,"Clarke County, Virginia",114185
2023,Virginia,"Craig County, Virginia",67778
2023,Virginia,"Culpeper County, Virginia",96098
2023,Virginia,"Cumberland County, Virginia",57057
2023,Virginia,"Dickenson County, Virginia",43831
2023,Virginia,"Dinwiddie County, Virginia",83898
2023,Virginia,"Essex County, Virginia",56481
2023,Virginia,"Fairfax County, Virginia",150113
2023,Virginia,"Fauquier County, Virginia",129495
2023,Virginia,"Floyd County, Virginia",61401
2023,Virginia,"Fluvanna County, Virginia",91959
2023,Virginia,"Franklin County, Virginia",68348
2023,Virginia,"Frederick County, Virginia",95603
2023,Virginia,"Giles County, Virginia",64819
2023,Virginia,"Gloucester County, Virginia",83689
2023,Virginia,"Goochland County, Virginia",118695
2023,Virginia,"Grayson County, Virginia",42864
2023,Virginia,"Greene County, Virginia",85268
2023,Virginia,"Greensville County, Virginia",56759
2023,Virginia,"Halifax County, Virginia",49244
2023,Virginia,"Hanover County, Virginia",109504
2023,Virginia,"Henrico County, Virginia",86397
2023,Virginia,"Henry County, Virginia",48445
2023,Virginia,"Highland County, Virginia",62946
2023,Virginia,"Isle of Wight County, Virginia",96118
2023,Virginia,"James City County, Virginia",107046
2023,Virginia,"King and Queen County, Virginia",72851
2023,Virginia,"King George County, Virginia",110517
2023,Virginia,"King William County, Virginia",85212
2023,Virginia,"Lancaster County, Virginia",67169
2023,Virginia,"Lee County, Virginia",42269
2023,Virginia,"Loudoun County, Virginia",178707
2023,Virginia,"Louisa County, Virginia",80343
2023,Virginia,"Lunenburg County, Virginia",54460
2023,Virginia,"Madison County, Virginia",82972
2023,Virginia,"Mathews County, Virginia",75487
2023,Virginia,"Mecklenburg County, Virginia",51691
2023,Virginia,"Middlesex County, Virginia",74154
2023,Virginia,"Montgomery County, Virginia",70769
2023,Virginia,"Nelson County, Virginia",68525
2023,Virginia,"New Kent County, Virginia",120125
2023,Virginia,"Northampton County, Virginia",55933
2023,Virginia,"Northumberland County, Virginia",69500
2023,Virginia,"Nottoway County, Virginia",62161
2023,Virginia,"Orange County, Virginia",94175
2023,Virginia,"Page County, Virginia",59396
2023,Virginia,"Patrick County, Virginia",50938
2023,Virginia,"Pittsylvania County, Virginia",54115
2023,Virginia,"Powhatan County, Virginia",110667
2023,Virginia,"Prince Edward County, Virginia",55082
2023,Virginia,"Prince George County, Virginia",88225
2023,Virginia,"Prince William County, Virginia",128873
2023,Virginia,"Pulaski County, Virginia",60767
2023,Virginia,"Rappahannock County, Virginia",98125
2023,Virginia,"Richmond County, Virginia",64184
2023,Virginia,"Roanoke County, Virginia",82931
2023,Virginia,"Rockbridge County, Virginia",63975
2023,Virginia,"Rockingham County, Virginia",78468
2023,Virginia,"Russell County, Virginia",49020
2023,Virginia,"Scott County, Virginia",45136
2023,Virginia,"Shenandoah County, Virginia",64437
2023,Virginia,"Smyth County, Virginia",46859
2023,Virginia,"Southampton County, Virginia",68465
2023,Virginia,"Spotsylvania County, Virginia",109576
2023,Virginia,"Stafford County, Virginia",133792
2023,Virginia,"Surry County, Virginia",71458
2023,Virginia,"Sussex County, Virginia",62821
2023,Virginia,"Tazewell County, Virginia",45788
2023,Virginia,"Warren County, Virginia",84331
2023,Virginia,"Washington County, Virginia",62774
2023,Virginia,"Westmoreland County, Virginia",59766
2023,Virginia,"Wise County, Virginia",50740
2023,Virginia,"Wythe County, Virginia",55359
2023,Virginia,"York County, Virginia",108326
2023,Virginia,"Alexandria city, Virginia",113638
2023,Virginia,"Bristol city, Virginia",44706
2023,Virginia,"Buena Vista city, Virginia",54458
2023,Virginia,"Charlottesville city, Virginia",69829
2023,Virginia,"Chesapeake city, Virginia",94189
2023,Virginia,"Colonial Heights city, Virginia",76250
2023,Virginia,"Covington city, Virginia",42724
2023,Virginia,"Danville city, Virginia",42778
2023,Virginia,"Emporia city, Virginia",49375
2023,Virginia,"Fairfax city, Virginia",132774
2023,Virginia,"Falls Church city, Virginia",154734
2023,Virginia,"Franklin city, Virginia",65125
2023,Virginia,"Fredericksburg city, Virginia",85368
2023,Virginia,"Galax city, Virginia",41438
2023,Virginia,"Hampton city, Virginia",67758
2023,Virginia,"Harrisonburg city, Virginia",59752
2023,Virginia,"Hopewell city, Virginia",48681
2023,Virginia,"Lexington city, Virginia",89598
2023,Virginia,"Lynchburg city, Virginia",59808
2023,Virginia,"Manassas city, Virginia",117919
2023,Virginia,"Manassas Park city, Virginia",100668
2023,Virginia,"Martinsville city, Virginia",42434
2023,Virginia,"Newport News city, Virginia",66718
2023,Virginia,"Norfolk city, Virginia",64017
2023,Virginia,"Norton city, Virginia",38497
2023,Virginia,"Petersburg city, Virginia",50741
2023,Virginia,"Poquoson city, Virginia",120919
2023,Virginia,"Portsmouth city, Virginia",58972
2023,Virginia,"Radford city, Virginia",52791
2023,Virginia,"Richmond city, Virginia",62671
